品番,品名,写真,図面,取説,施工,分解図本体,分解図_シャワー,購入,価格,価格（税込み）,備考,商品イメージ,バリエーション親品番,バリエーション順序,カタログ年度,カタログページ,検索ワード,分岐金具,分岐金具,分岐金具,発売時期,代替品,本体取付穴,ピッチ,シャワーS取付穴,削除,カテゴリID
KM340AS,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓,,KM340AS_Z.pdf,KM340_T.pdf,KM340_S.pdf,KM340AS_B.pdf,,,34,37,,商品イメージ,,0,2014,1,,,,,99～13,KM5010T,,,,0,1100
KM340ASG,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓,,KM340AS_Z.pdf,KM340_T.pdf,KM340_S.pdf,KM340AS_B.pdf,,,36,39,,商品イメージ,,0,2014,1,,,,,05～13,KM5010T,,,,0,1100
KM500,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓,,KM500_Z.pdf,,,KM500_B.pdf,,,25,27,,商品イメージ,,0,2014,1,,,,,88～07,KM5000,,,,0,1100
KM5000,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓,,KM5000_Z.pdf,KM5000_T.pdf,KM5000_S.pdf,KM5000_B.pdf,,,23,25,,商品イメージ,,0,2014,1,,,,,12～,,,,,0,1100
KM5000HASJ,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓,,,KM5000HA_T.pdf,KM5000HA_S.pdf,,,,28,30,,商品イメージ,,0,2014,1,,,,,12～,,,,,0,1100
KM5000SS,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓,,KM5000SS_Z.pdf,KM5000SS_T.pdf,KM5000SS_S.pdf,KM5000SS_B.pdf,,,28,30,,商品イメージ,,0,2014,1,,,,,12～,,,,,0,1100
KM5000T,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓,,KM5000T_Z.pdf,KM5000_T.pdf,KM5000_S.pdf,KM5000_B.pdf,,,24,26,,商品イメージ,,0,2014,1,,,,,12～,,,,,0,1100
KM5000TP,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓,,KM5000TP_Z.pdf,KM5000TP_T.pdf,KM5000TP_S.pdf,KM5000SS_B.pdf,,,39,42,,商品イメージ,,0,2014,1,,,,,12～,,,,,0,1100
KM5000TSS,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓,,KM5000SS_Z.pdf,KM5000SS_T.pdf,KM5000SS_S.pdf,KM5000SS_B.pdf,,,29,32,,商品イメージ,,0,2014,1,,,,,12～,,,,,0,1100
KM5000TTP,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓,,KM5000TP_Z.pdf,KM5000TP_T.pdf,KM5000TP_S.pdf,KM5000SS_B.pdf,,,41,44,,商品イメージ,,0,2014,1,,,,,12～,,,,,0,1100
KM5000Z,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓,,KM5000_Z.pdf,KM5000_T.pdf,KM5000_S.pdf,KM5000_B.pdf,,,25,27,,商品イメージ,,0,2014,1,,,,,12～,,,,,0,1100
KM5000ZT,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓,,KM5000T_Z.pdf,KM5000_T.pdf,KM5000_S.pdf,KM5000_B.pdf,,,26,28,,商品イメージ,,0,2014,1,,,,,12～,,,,,0,1100
KM500A,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓,,KM500A_Z.pdf,KM500A_T.pdf,KM500A_S.pdf,KM500_B.pdf,,,28,31,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KM500A,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓,,KM500A_Z.pdf,KM500A_T.pdf,KM500A_S.pdf,KM500_B.pdf,,,28,31,,商品イメージ,,0,2014,1,,,,,,,,,,0,1200
KM5010T,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓,,KM5010T_Z.pdf,KM5010T_T.pdf,,KM5010T_S.pdf,,,36,39,,商品イメージ,,0,2014,1,,,,,14～,,,,,0,1100
KM5010ZT,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓,,KM5010T_Z.pdf,,,,,,39,42,,商品イメージ,,0,2014,1,,,,,14～,,,,,0,1100
KM550,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓,,KM550_Z.pdf,KM550_T.pdf,KM550_S.pdf,KM550_B.pdf,,,23,24,,商品イメージ,,0,2014,1,,,,,03～11,KM5000,,,,0,1100
KM550E,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓,,KM550_Z.pdf,KM550_T.pdf,KM550_S.pdf,KM550E_B.pdf,,,25,27,,商品イメージ,,0,2014,1,,,,,03～11,KM5000,,,,0,1100
KM550G,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓,,KM550G_Z.pdf,KM550_T.pdf,KM550_S.pdf,KM550_B.pdf,,,24,26,,商品イメージ,,0,2014,1,,,,,03～11,KM5000T,,,,0,1100
KM550GE,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓,,KM550G_Z.pdf,KM550_T.pdf,KM550_S.pdf,KM550E_B.pdf,,,26,28,,商品イメージ,,0,2014,1,,,,,03～11,KM5000T,,,,0,1100
KM550GSS,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓,,KM550SS_Z.pdf,KM550SS_T.pdf,KM550SS_S.pdf,KM550SS_B.pdf,,,31,33,,商品イメージ,,0,2014,1,,,,,04～12,KM5000TSS,,,,0,1100
KM550SS,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓,,KM550SS_Z.pdf,KM550SS_T.pdf,KM550SS_S.pdf,KM550SS_B.pdf,,,27,29,,商品イメージ,,0,2014,1,,,,,04～12,KM5000SS,,,,0,1100
KM555G,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓,,KM555G_Z.pdf,KM555_T.pdf,KM555_S.pdf,KM555G_B.pdf,,,31,34,,商品イメージ,,0,2014,1,,,,,07～14,KM5000T,,,,0,1100
KM550Y,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓 200mmﾊﾟｲﾌﾟ付,,KM550Y_Z.pdf,KM550_T.pdf,KM550_S.pdf,KM550F_B.pdf,,,27,29,,商品イメージ,,0,2014,1,,,,,03～12,KM5000TF,,,,0,1100
KM550HA,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓 楽締めｿｹｯﾄ,,KM550HA_Z.pdf,KM550HA_T.pdf,KM550HA_S.pdf,KM550HA_B.pdf,,,24,26,,商品イメージ,,0,2014,1,,,,,09～11,KM5000HA,,,,0,1100
KM5000HA,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓 楽締めｿｹｯﾄ付,,KM5000HA_Z.pdf,KM5000HA_T.pdf,KM5000HA_S.pdf,KM5000HA_B.pdf,,,25,27,,商品イメージ,,0,2014,1,,,,,12～,,,,,0,1100
KM5000THA,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓 楽締めｿｹｯﾄ付,,KM5000HA_Z.pdf,KM5000HA_S.pdf,KM5000HA_S.pdf,KM5000HA_B.pdf,,,26,28,,商品イメージ,,0,2014,1,,,,,12～,,,,,0,1100
KM5000TH,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓 上向きﾊﾟｲﾌﾟ付,,KM5000TH_Z.pdf,KM5000_T.pdf,KM5000_S.pdf,KM5000H_B.pdf,,,26,28,,商品イメージ,,0,2014,1,,,,,12～,,,,,0,1100
KM5000THEC,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓 上向きﾊﾟｲﾌﾟ付 eﾚﾊﾞｰ,,KM5000THEC_Z.pdf,KM5000TEC_T.pdf,KM5000TEC_S.pdf,KM5000H_B.pdf,,,28,31,,商品イメージ,,0,2014,1,,,,,14～,,,,,0,1100
KM5000THS,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓 上向きﾊﾟｲﾌﾟ付(首振泡沫器付）,,,KM5000_T.pdf,KM5000_S.pdf,KM5000H_B.pdf,,,29,31,,商品イメージ,,0,2014,1,,,,,12～,,,,,0,1100
KM5000H,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓 上向ﾊﾟｲﾌﾟ,,KM5000H_Z.pdf,KM5000_T.pdf,KM5000_S.pdf,KM5000H_B.pdf,,,25,27,,商品イメージ,,0,2014,1,,,,,12～,,,,,0,1100
KM550H,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓 上向ﾊﾟｲﾌﾟ,,KM550H_Z.pdf,KM550_T.pdf,KM550_S.pdf,KM550H_B.pdf,,,25,27,,商品イメージ,,0,2014,1,,,,,03～11,KM5000H,,,,0,1100
KM550HG,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓 上向ﾊﾟｲﾌﾟ,,KM550HG_Z.pdf,KM550_T.pdf,KM550_S.pdf,KM550H_B.pdf,,,26,28,,商品イメージ,,0,2014,1,,,,,03～11,KM5000TH,,,,0,1100
KM555HG,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓　上向ﾊﾟｲﾌﾟ,,KM555HG_Z.pdf,KM555_T.pdf,KM555_S.pdf,KM555G_B.pdf,,,34,36,,商品イメージ,,0,2014,1,,,,,07～14,KM5000TH,,,,0,1100
KM550HGS,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓 上向ﾊﾟｲﾌﾟ(首振泡沫器付）,,KM550HG_Z.pdf,KM550_T.pdf,KM550_S.pdf,KM550H_B.pdf,,,27,29,,商品イメージ,,0,2014,1,,,,,08～11,KM5000THS,,,,0,1100
KM550GHB,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓 早付け王ｿｹｯﾄ付,,KM550HB_Z.pdf,KM550_T.pdf,KM550_S.pdf,KM550HB_B.pdf,,,25,27,,商品イメージ,,0,2014,1,,,,,03～09,KM5000THA,,,,0,1100
KM550HB,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓 早付け王ｿｹｯﾄ付,,KM550HB_Z.pdf,KM550_T.pdf,KM550_S.pdf,KM550HB_B.pdf,,,24,26,,商品イメージ,,0,2014,1,,,,,03～09,KM5000HA,,,,0,1100
KM5000CHTTU,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓 分岐止水栓付 とめるｿﾞｳ付,,KM5000CHTU_Z.pdf,KM5000CHTU_T.pdf,KM5000CHTU_S.pdf,KM5000CHTU_B.pdf,,,35,38,,商品イメージ,,0,2014,1,,,,,12～,,,,,0,1100
KM5000CHTU,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓 分岐止水栓付 とめるｿﾞｳ付,,KM5000CHTU_Z.pdf,KM5000CHTU_T.pdf,KM5000CHTU_S.pdf,KM5000CHTU_B.pdf,,,34,36,,商品イメージ,,0,2014,1,,,,,12～,,,,,0,1100
KM550T,シングルレバー式混合栓　分岐止水栓付　とめるゾウ付,,KM550T_Z.pdf,KM550T_T.pdf,KM550T_S.pdf,KM550T_B.pdf,,,32,34,,商品イメージ,,0,2014,1,,,,,03～11,KM5000CHTU,,,,0,1100
KM550TG,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓 分岐止水栓付 とめるｿﾞｳ付,,KM550T_Z.pdf,KM550T_T.pdf,KM550T_S.pdf,KM550T_B.pdf,,,33,36,,商品イメージ,,0,2014,1,,,,,04～11,KM5000CHTTU,,,,0,1100
KM5000HTU,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓 分岐止水栓付 とめるｿﾞｳ付 左右給湯分岐ｿｹｯﾄ,,KM5000HTU_Z.pdf,KM5000HTU_T.pdf,KM5000HTU_S.pdf,KM5000CHTU_B.pdf,,,38,41,,商品イメージ,,0,2014,1,,,,,12～,,,,,0,1100
KM550HT,シングルレバー式混合栓　分岐止水栓付　とめるゾウ付　左右給湯分岐ソケット,,KM550HT_Z.pdf,KM550_T.pdf,KM550_S.pdf,KM550T_B.pdf,,,36,39,,商品イメージ,,0,2014,1,,,,,03～11,KM5000HTU,,,,0,1100
KM5000TEC,ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓(eﾚﾊﾞｰ),,KM5000TEC_Z.pdf,KM5000TEC_T.pdf,KM5000TEC_S.pdf,KM5000_B.pdf,,,26,28,,商品イメージ,,0,2014,1,,,,,12～,,,,,0,1100
FA290IHJ1E,ｼﾝｸﾞﾙﾚﾊﾞｰ式洗髪ｼｬﾜｰ,,,,,FA290IHJ1E_B.pdf,,,0,0,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
FA298IJ6A,ｼﾝｸﾞﾙﾚﾊﾞｰ式洗髪ｼｬﾜｰ,,FA298IJ6A_Z.pdf,,,FA298IJ6A_B.pdf,,,0,0,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KF304,ｼﾝｸﾞﾙﾚﾊﾞｰ式洗髪ｼｬﾜｰ,,KF304_Z.pdf,,,,,,0,0,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KF304N,ｼﾝｸﾞﾙﾚﾊﾞｰ式洗髪ｼｬﾜｰ,,KF304N_Z.pdf,,,KF304N_B.pdf,,,0,0,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KF304NSL4,ｼﾝｸﾞﾙﾚﾊﾞｰ式洗髪ｼｬﾜｰ,,KF304NSL4_Z.pdf,,,KF304NSL4_B.pdf,,,0,0,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KF308(A),ｼﾝｸﾞﾙﾚﾊﾞｰ式洗髪ｼｬﾜｰ,,KF308A_Z.pdf,,,KF308_B.pdf,,,0,0,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KF309AF2-HGN,ｼﾝｸﾞﾙﾚﾊﾞｰ式洗髪ｼｬﾜｰ,,KF309AF2-HGN_Z.pdf,KF309AF2_T.pdf,KF309AF2_S.pdf,KF309AF2-HGN_B.pdf,,,53,58,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KF309NF2-3,ｼﾝｸﾞﾙﾚﾊﾞｰ式洗髪ｼｬﾜｰ,,KF309NF2-3_Z.pdf,,,KF309NF2-3_B.pdf,,,0,0,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KF309NSL,ｼﾝｸﾞﾙﾚﾊﾞｰ式洗髪ｼｬﾜｰ,,,,,KF309NSL_B.pdf,,,0,0,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KF312MS,ｼﾝｸﾞﾙﾚﾊﾞｰ式洗髪ｼｬﾜｰ,,KF312MS_Z.pdf,,,KF312MS_B.pdf,,,76,82,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KF317AGFSLE,ｼﾝｸﾞﾙﾚﾊﾞｰ式洗髪ｼｬﾜｰ,,,,,KF317GFSLE_B.pdf,,,0,0,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KF318,ｼﾝｸﾞﾙﾚﾊﾞｰ式洗髪ｼｬﾜｰ,,,,,KF318_B.pdf,,,41,44,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KF334GS,ｼﾝｸﾞﾙﾚﾊﾞｰ式洗髪ｼｬﾜｰ,,KF334GS_Z.pdf,KF334_T.pdf,KF334_S.pdf,KF334_B.pdf,,,49,53,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KF337SL,ｼﾝｸﾞﾙﾚﾊﾞｰ式洗髪ｼｬﾜｰ,,KF337SL_Z.pdf,KF337SL_T.pdf,KF337SL_S.pdf,KF337SL_B.pdf,,,51,55,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KF358,ｼﾝｸﾞﾙﾚﾊﾞｰ式洗髪ｼｬﾜｰ,,,KF358_T.pdf,KF358_S.pdf,KF358_B.pdf,,,44,48,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KF601ASLE,ｼﾝｸﾞﾙﾚﾊﾞｰ式洗髪ｼｬﾜｰ,,,,,KF601ASLE_B.pdf,,,47,51,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KF604AE,ｼﾝｸﾞﾙﾚﾊﾞｰ式洗髪ｼｬﾜｰ,,,,,KF604AE_B.pdf,,,0,0,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KF604C,ｼﾝｸﾞﾙﾚﾊﾞｰ式洗髪ｼｬﾜｰ,,,,,KF604C_B.pdf,,,0,0,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KM8004GS,ｼﾝｸﾞﾙﾚﾊﾞｰ式洗髪ｼｬﾜｰ・ｺﾞﾑ栓付,,KM8004GS_Z.pdf,KM8004_T.pdf,KM8004_S.pdf,,,,47,50,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KM8008SLGS,ｼﾝｸﾞﾙﾚﾊﾞｰ式洗髪ｼｬﾜｰ・ｺﾞﾑ栓付,,KM8008SLGS_Z.pdf,KM8008SLGS_T.pdf,KM8008SLGS_S.pdf,,,,52,56,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KF358GMS,ｼﾝｸﾞﾙﾚﾊﾞｰ式洗髪ｼｬﾜｰ･ﾌﾞﾚｰﾄﾞﾎｰｽ,,KF358GMS_Z.pdf,KF358_T.pdf,KF358_S.pdf,KF358_B.pdf,,,49,53,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ965GK,ｽｲﾝｸﾞｼｬﾜｰﾍｯﾄﾞ　ｸﾞﾚｰ,,,,,,,,3,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ110S,ｽｰﾊﾟｰｼﾝｸﾞﾙ用ｶｰﾄﾘｯｼﾞ,,,,,,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK89-30,ｽｰﾊﾟｰﾌﾚｷﾎｰｽﾅｯﾄ付 300mm,,,,,,,,1,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ964PP,ｽｹﾙﾄﾝｼｬﾜｰﾍｯﾄﾞ（ｸﾞﾚｰﾌﾟ),,,,,,,,1,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ964BL,ｽｹﾙﾄﾝｼｬﾜｰﾍｯﾄﾞ（ｿｰﾀﾞ),,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ964CR,ｽｹﾙﾄﾝｼｬﾜｰﾍｯﾄﾞ（ﾊｯｶ),,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ964PK,ｽｹﾙﾄﾝｼｬﾜｰﾍｯﾄﾞ（ﾋﾟｰﾁ),,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ964GR,ｽｹﾙﾄﾝｼｬﾜｰﾍｯﾄﾞ（ﾒﾛﾝ),,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ964YL,ｽｹﾙﾄﾝｼｬﾜｰﾍｯﾄﾞ（ﾚﾓﾝ),,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ128BL,ｽｹﾙﾄﾝﾜﾝﾀｯﾁﾊﾝﾄﾞﾙ（ｿｰﾀﾞ),,,,,,,,0,0,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ964BPP,ｽｹﾙﾄﾝ低水圧ｼｬﾜｰﾍｯﾄﾞ（ｸﾞﾚｰﾌﾟ),,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ964BBL,ｽｹﾙﾄﾝ低水圧ｼｬﾜｰﾍｯﾄﾞ（ｿｰﾀﾞ),,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ964BCR,ｽｹﾙﾄﾝ低水圧ｼｬﾜｰﾍｯﾄﾞ（ﾊｯｶ),,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ964BPK,ｽｹﾙﾄﾝ低水圧ｼｬﾜｰﾍｯﾄﾞ（ﾋﾟｰﾁ),,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ964BGR,ｽｹﾙﾄﾝ低水圧ｼｬﾜｰﾍｯﾄﾞ（ﾒﾛﾝ),,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ964BYL,ｽｹﾙﾄﾝ低水圧ｼｬﾜｰﾍｯﾄﾞ（ﾚﾓﾝ),,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ130A,ｽｽﾞﾒﾊﾝﾄﾞﾙｾｯﾄ（ﾒｯｷなし）,,,,,,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ130AG,ｽｽﾞﾒﾊﾝﾄﾞﾙｾｯﾄ（ﾒｯｷ有り）,,,,,,,,5,5,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
ZY50,ｽﾃﾝﾚｽﾄﾗｯﾌﾟｾｯﾄ,,,,,,,,21,23,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z698-50,ｽﾃﾝﾚｽﾆｯﾌﾟﾙ13(1/2)X50mm,,,,,,,,380,410,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z699-50,ｽﾃﾝﾚｽﾆｯﾌﾟﾙ20(3/4)X50mm,,,,,,,,390,421,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
ZK32S,ｽﾃﾝﾚｽﾆｯﾌﾟﾙ用ﾜﾝ座,,,,,,,,440,475,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K91,ｽﾄｯﾌﾟﾊﾞﾙﾌﾞ両端ﾒﾈｼﾞ水栓,,K91_Z.pdf,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K91-20,ｽﾄｯﾌﾟﾊﾞﾙﾌﾞ両端ﾒﾈｼﾞ水栓20,,K91-20_Z.pdf,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z718-13,ｽﾄﾘｰﾄｴﾙﾎﾞ13(1/2),,,,,,,,830,896,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z718G-13,ｽﾄﾘｰﾄｴﾙﾎﾞ13(1/2),,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K1001,ｽﾄﾚｰﾄ形止水栓,,K1001_Z.pdf,,,K1001_B.pdf,,,5,6,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K30YAKN,ｽﾄﾚｰﾄ形止水栓,,K30YAKN_Z.pdf,,,K30YAKN_B.pdf,,,9,9,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K31,ｽﾄﾚｰﾄ形止水栓,,K31_Z.pdf,,,K31_B.pdf,,,5,6,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K31-37,ｽﾄﾚｰﾄ形止水栓,,K31-37_Z.pdf,,,K31_B.pdf,,,5,6,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K31P5NB,ｽﾄﾚｰﾄ形止水栓 ﾄﾞﾗｲﾊﾞｰ式 本体ﾅｯﾄ付･抜け防止付,,K31P5NB_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K31-P5,ｽﾄﾚｰﾄ形止水栓 本体･ﾅｯﾄ付,,K31-P5_Z.pdf,,,,,,2,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K1001P2,ｽﾄﾚｰﾄ形止水栓(銅ﾊﾟｲﾌﾟ・ﾅｯﾄなし）,,K1001P2_Z.pdf,,,K1001_B.pdf,,,5,5,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K1001P4,ｽﾄﾚｰﾄ形止水栓(本体ﾅｯﾄなし）,,K1001P4_Z.pdf,,,K1001_B.pdf,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K31NB,ｽﾄﾚｰﾄ形止水栓L管抜け防止ﾅｯﾄ付,,K31NB_Z.pdf,,,,,,6,7,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K31A,ｽﾄﾚｰﾄ形止水栓ﾄﾞﾗｲﾊﾞｰ式,,K31A_Z.pdf,,,,,,5,5,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K31A37,ｽﾄﾚｰﾄ形止水栓ﾄﾞﾗｲﾊﾞｰ式362mm,,K31A37_Z.pdf,,,,,,5,5,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K31A-P5,ｽﾄﾚｰﾄ形止水栓ﾄﾞﾗｲﾊﾞｰ式ﾅｯﾄ付,,K31A-P5_Z.pdf,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K31A37P2,ｽﾄﾚｰﾄ形止水栓ﾄﾞﾗｲﾊﾞｰ式銅ﾊﾟｲﾌﾟ･ﾅｯﾄなし362mm,,K31A37P2_Z.pdf,,,,,,4,5,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K31AP2,ｽﾄﾚｰﾄ形止水栓ﾄﾞﾗｲﾊﾞｰ式銅ﾊﾟｲﾌﾟ･ﾅｯﾄなし420mm,,K31AP2_Z.pdf,,,,,,5,5,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K30YWAZKN,ｽﾄﾚｰﾄ形止水栓ﾋﾞｽ止,,K30YAKN_Z.pdf,,,K30YAKN_B.pdf,,,10,11,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K31AP4-10,ｽﾄﾚｰﾄ形止水栓ﾋﾞｽ止,,K31AP4-10_Z.pdf,,,,,,2,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K31P4-10,ｽﾄﾚｰﾄ形止水栓ﾋﾞｽ止,,K31P4-10_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K31-P4,ｽﾄﾚｰﾄ形止水栓銅ﾊﾟｲﾌﾟ･ﾅｯﾄ･ﾆｯﾌﾟﾙなし,,K31-P4_Z.pdf,,,,,,2,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K31-P2,ｽﾄﾚｰﾄ形止水栓銅ﾊﾟｲﾌﾟ･ﾅｯﾄなし,,K31-P2_Z.pdf,,,,,,4,5,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K31-37P2,ｽﾄﾚｰﾄ形止水栓銅ﾊﾟｲﾌﾟ･ﾅｯﾄなし362mm,,K31-37P2_Z.pdf,,,,,,5,5,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK11-15,ｽﾋﾟﾝﾄﾞﾙ,,,,,,,,630,680,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK75-13MN,ｽﾋﾟﾝﾄﾞﾙｾﾂﾄ ﾒｯｷなし,,,,,,,,490,529,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK75-13,ｽﾋﾟﾝﾄﾞﾙｾﾂﾄ ﾒｯｷ付,,,,,,,,880,950,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK2GL-2,ｽﾋﾟﾝﾄﾞﾙ付ｱｸﾘﾙGLﾊﾝﾄﾞﾙ,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK2,ｽﾋﾟﾝﾄﾞﾙ付金ﾊﾝﾄﾞﾙｾｯﾄ青ﾋﾞｽ,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z246AN,ｽﾗｲﾄﾞﾊﾞｰ,,,,,Z246AN_B.pdf,,,12,13,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z246N,ｽﾗｲﾄﾞﾊﾞｰ,,,,,Z246AN_B.pdf,,,15,16,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
E1700,ｾﾝｻｰ水栓,,E1700_Z.pdf,E1700_T.pdf,E1700_S.pdf,,,,68,73,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
