品番,品名,写真,図面,取説,施工,分解図本体,分解図_シャワー,購入,価格,価格（税込み）,備考,商品イメージ,バリエーション親品番,バリエーション順序,カタログ年度,カタログページ,検索ワード,分岐金具,分岐金具,分岐金具,発売時期,代替品,本体取付穴,ピッチ,シャワーS取付穴,削除,カテゴリID
K257,耐熱ﾎﾞｰﾙﾊﾞﾙﾌﾞ R1/2ｵﾈｼﾞ×G1/2ｵﾈｼﾞ,,K257_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K244,耐熱ﾎﾞｰﾙﾊﾞﾙﾌﾞ R1/2ｵﾈｼﾞ×G1/2ﾅｯﾄ,,K244_Z.pdf,,,,,,2,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K254,耐熱ﾎﾞｰﾙﾊﾞﾙﾌﾞ R1/2ｵﾈｼﾞ×G3/4ﾅｯﾄ,,K256_Z.pdf,,,,,,2,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K241,耐熱ﾎﾞｰﾙﾊﾞﾙﾌﾞ RC1/2ﾒﾈｼﾞ×G1/2ｵﾈｼﾞ,,K241_Z.pdf,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K243,耐熱ﾎﾞｰﾙﾊﾞﾙﾌﾞ RC1/2ﾒﾈｼﾞ×G1/2ｵﾈｼﾞ,,K243_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K242,耐熱ﾎﾞｰﾙﾊﾞﾙﾌﾞ RC1/2ﾒﾈｼﾞ×RC1/2ﾒﾈｼﾞ,,K242_Z.pdf,,,,,,2,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KM79,台付2ﾊﾝﾄﾞﾙ13,,KM79_Z.pdf,,,KM79_B.pdf,,,52,56,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PG26,台付きｼﾝｸﾞﾙﾚﾊﾞｰｶｰﾄﾘｯｼﾞ取外し工具,,,,,,,,800,864,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
FB277GK8,台付ｼﾝｸﾞﾙ13(ｼｬﾜ･逆止),,FB277GK8_Z.pdf,,,FB277GK8_B.pdf,,,0,0,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
G11,台付水栓用ﾚﾝﾁ KF303,,,,,,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
G10,台付水栓用ﾚﾝﾁ KM301.KM306,,,,,,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
G9,台付水栓用ﾚﾝﾁ KM9,,,,,,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
G9-1,台付水栓用ﾚﾝﾁ KM9,,,,,,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ902-2,脱塩素ｼｬﾜｰ美清水ｼｬﾜｰﾍｯﾄﾞ,,,,,,,,6,6,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ903,脱塩素ｼｬﾜｰ美清水ｼｬﾜｰﾍｯﾄﾞ用取替ｶｰﾄﾘｯｼﾞ,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ904L-2,脱塩素ｼｬﾜｰ美清水ｼｬﾜｰﾎｰｽｾｯﾄ 1.6mﾎｰｽ,,,,,,,,9,10,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ1152-10,蝶ねじﾜｲﾔｰﾊﾞﾝﾄﾞ10,,,,,,,,230,248,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDTK-1,吊下げ金具ｾｯﾄ,,GDTK-1_Z.pdf,,GDTK-1_S.pdf,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDTK-2,吊下げ金具ｾｯﾄ,,GDTK-2_Z.pdf,,,,,,800,864,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ689A,低水圧ｼｬﾜｰﾍｯﾄﾞ,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDTB-C3C1C3,停滞水防止継手,,GDTB-C3C1C3_Z.pdf,,GDTB-C3C1C3_S.pdf,,,,4,5,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDTB-C4C1C4,停滞水防止継手Rc1×Rc1/2×Rc1,,GDTB-C4C1C4_Z.pdf,,GDTB-C4C1C4_S.pdf,,,,7,7,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDTB-F3C1F3,停滞水防止継手ﾌｧｽﾅｰ仕様F3/4×Rc1/2×F3/4,,GDTB-F3C1F3_Z.pdf,,GDTB-F3C1F3_S.pdf,,,,4,5,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KF55G-E,定量止水付2ハンドルシャワー,,,,,KF55GE_B.pdf,,,0,0,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KF56-E,定量止水付2ハンドルシャワー,,,,,KF56E_B.pdf,,,0,0,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KM296,定量止水付2ﾊﾝﾄﾞﾙ混合栓,,KM296_Z.pdf,KM296_T.pdf,KM296_S.pdf,KM296_B.pdf,,,77,83,,商品イメージ,,0,2014,1,,,,,96～,,31～33,200,,0,1100
KM296GT,定量止水付2ﾊﾝﾄﾞﾙ混合栓,,KM296_Z.pdf,KM296_T.pdf,KM296_S.pdf,KM296GT_B.pdf,,,78,85,,商品イメージ,,0,2014,1,,,,,04～,,31～33,200,,0,1100
KM55G,定量止水付2ﾊﾝﾄﾞﾙ混合栓ﾃﾞｯｷ形ﾋﾞｽ止,,KM55G_Z.pdf,,,,,,0,0,,商品イメージ,,0,2014,1,,,,,83～86,KM159,,,,0,1100
KM55GE,定量止水付2ﾊﾝﾄﾞﾙ混合栓ﾃﾞｯｷ形ﾋﾞｽ止,,KM55G-E_Z.pdf,KM55G-E_T.pdf,KM55G-E_S.pdf,KM55G-E_B.pdf,,,0,0,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KM55GVTS-E,定量止水付2ﾊﾝﾄﾞﾙ混合栓ﾃﾞｯｷ形ﾋﾞｽ止,,KM55GVTS-E_Z.pdf,KM55G-E_T.pdf,KM55G-E_S.pdf,,,,48,52,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KM56,定量止水付2ﾊﾝﾄﾞﾙ混合栓ﾃﾞｯｷ形ﾋﾞｽ止,,KM56_Z.pdf,,,,,,0,0,,商品イメージ,,0,2014,1,,,,,83～86,KM159,,,,0,1100
KM56-E,定量止水付2ﾊﾝﾄﾞﾙ混合栓ﾃﾞｯｷ形ﾋﾞｽ止,,KM56-E_Z.pdf,,,,,,0,0,,商品イメージ,,0,2014,1,,,,,86～91,KF159T,,,,0,1100
KM59,定量止水付2ﾊﾝﾄﾞﾙ混合栓ﾋﾞｽ止,,KM59_Z.pdf,KM59_T.pdf,KM59_S.pdf,KM59_B.pdf,,,53,57,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KM59G,定量止水付2ﾊﾝﾄﾞﾙ混合栓ﾋﾞｽ止,,KM59G_Z.pdf,KM59_T.pdf,KM59_S.pdf,KM59_B.pdf,,,57,62,,商品イメージ,,0,2014,1,,,,,07～,,,,,0,1100
KF151,定量止水付ｻｰﾓｽﾀｯﾄ式ｼｬﾜｰ,,KF151_Z.pdf,KF151_T.pdf,KF151_S.pdf,KM150_B.pdf,,,86,93,,商品イメージ,,0,2014,1,,,,,90～12,KF159T,,,,0,1100
KF159T,定量止水付ｻｰﾓｽﾀｯﾄ式ｼｬﾜｰ,,KF159T_Z.pdf,KF159T_T.pdf,KF159T_S.pdf,KF159T_B.pdf,,,86,92,,商品イメージ,,0,2014,1,,,,,12～,,,,,0,1100
KM150,定量止水付ｻｰﾓｽﾀｯﾄ式混合栓,,KM150_Z.pdf,KM150_T.pdf,KM150_S.pdf,KM150_B.pdf,,,69,74,,商品イメージ,,0,2014,1,,,,,85～07,KM159,,,,0,1100
KM150VTL,定量止水付ｻｰﾓｽﾀｯﾄ式混合栓,,KM150VTL_Z.pdf,KM150_T.pdf,KM150_S.pdf,KM150_B.pdf,,,76,83,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KM159,定量止水付ｻｰﾓｽﾀｯﾄ式混合栓,,KM159_Z.pdf,KM159_T.pdf,KM159_S.pdf,KM159_B.pdf,,,64,69,,商品イメージ,,0,2014,1,,,,,07～,,,,,0,1100
KM159G,定量止水付ｻｰﾓｽﾀｯﾄ式混合栓,,KM159G_Z.pdf,KM159_T.pdf,KM159_S.pdf,KM159_B.pdf,,,68,74,,商品イメージ,,0,2014,1,,,,,07～,,,,,0,1100
KM231G,定量止水付ｻｰﾓｽﾀｯﾄ式混合栓,,,,,KM231G_B.pdf,,,113,122,,商品イメージ,,0,2014,1,,,,,92～00,KM159G,,,,0,1100
KM650,定量止水付ｻｰﾓｽﾀｯﾄ式混合栓,,,,,KM650_B.pdf,,,75,81,,商品イメージ,,0,2014,1,,,,,92～98,KM159,,,,0,1100
KM155G,定量止水付ﾐｷｼﾝｸﾞ式混合栓,,KM155G_Z.pdf,KM155G_T.pdf,KM155G_S.pdf,KM155G_B.pdf,,,58,62,,商品イメージ,,0,2014,1,,,,,94～,,,,,0,1100
K55G,定量止水付単水栓,,K55G_Z.pdf,,,,,,0,0,,商品イメージ,,0,2014,1,,,,,83～86,代替品なし,,,,0,1100
PZ511CP3,吐水口ｷｬｯﾌﾟｾｯﾄ,,,,,,,,950,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ520CP3,吐水口ｷｬｯﾌﾟｾｯﾄ,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ940,吐水口ﾕﾆｯﾄ,,,,,,,,5,5,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ818-15,吐水口ﾕﾆｯﾄ 150MM ｸﾞﾚｰ,,,,,,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K34BN,吐水口回転形給水栓 ﾂﾊﾞ付ﾜﾝﾀｯﾁﾆｯﾌﾟﾙ付,,K34BN_Z.pdf,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K34YBN,吐水口回転形給水栓 ﾜﾝﾀｯﾁﾉｽﾞﾙ仕様 逆止弁付,,K34YBN_Z.pdf,,,,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K34,吐水口回転形給水栓肉厚万能ﾉｽﾞﾙ付,,K34_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K34B,吐水口回転形給水栓肉厚万能ﾉｽﾞﾙ付ﾜﾝﾀｯﾁﾉｽﾞﾙ仕様,,K34B_Z.pdf,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K34YB,吐水口回転形給水栓肉厚万能ﾉｽﾞﾙ付逆止弁付,,K34YB_Z.pdf,,,,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z412489S,吐水口先端部一式,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z560E,吐水口先端部一式,,,,,,,,1,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z819BCP,吐水口先端部一式,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z819CP,吐水口先端部一式,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K191,吐水口付分岐水栓,,K191_Z.pdf,,,,,,10,10,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK4JE3-15,都形 節水こま13,,,,,,,,660,713,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK2W,凍結防止ﾊﾝﾄﾞﾙ上部,,,,,,,,7,7,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
ZY64-32,陶器用排水ﾄﾗｯﾌﾟ32,,,,,,,,12,13,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
ZY64A-32,陶器用排水ﾄﾗｯﾌﾟ32,,,,,,,,7,8,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
ZY64-38,陶器用排水ﾄﾗｯﾌﾟ38,,,,,,,,11,12,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
ZKM43KT,陶器用立形ｿｹｯﾄｾｯﾄ(内ﾈｼﾞ),,,,,,,,10,10,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
ZKM60KT,陶器用立形ｿｹｯﾄｾｯﾄ取付調整型,,,,,,,,16,18,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K2,胴長横水栓,,K2_Z.pdf,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K2GL,胴長横水栓 GLﾊﾝﾄﾞﾙ付,,K2GL_Z.pdf,,,,,,2,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K2E,胴長横水栓 節水ﾁｯﾌﾟ内蔵型 固定こま ﾋﾞｽ止,,K2E_Z.pdf,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K2-TS,胴長横水栓 茶室ﾒｯｷ,,K2-TS_Z.pdf,,,,,,10,10,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K2-20,胴長横水栓20,,K2-20_Z.pdf,,,,,,3,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K12,胴長万能ﾎｰﾑ水栓,,K12_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ364W,銅ﾊﾟｲﾌﾟ用ｿｹｯﾄ,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ666W,銅ﾊﾟｲﾌﾟ用ｿｹｯﾄ,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ666,銅ﾊﾟｲﾌﾟ用逆止弁,,,,,,,,2,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ364C,銅ﾊﾟｲﾌﾟ用水側逆止弁,,,,,,,,3,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ364H,銅ﾊﾟｲﾌﾟ用湯側逆止弁,,,,,,,,2,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z707,銅管ﾕﾆｯﾄ用ｴﾙﾎﾞ,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z706,銅管ﾕﾆｯﾄ用金具,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z728-1,銅管用ねじｿｹｯﾄ13(1/2)X15.88,,,,,,,,420,454,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z731-1,銅管用逆座付水栓ｴﾙﾎﾞ13(1/2)X15.88,,,,,,,,860,929,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z730,銅管用座付水栓ｴﾙﾎﾞ13(1/2)X15.88,,,,,,,,700,756,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z732,銅管用座付水栓ﾁｰｽﾞ13(1/2)X15.88,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z726-1,銅管用水栓ｴﾙﾎﾞ13(1/2)X15.88,,,,,,,,510,551,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z727-1,銅管用水栓ｿｹｯﾄ13(1/2)X15.88,,,,,,,,420,454,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z729,銅管用水栓ﾁｰｽﾞ13(1/2)X15.88,,,,,,,,760,821,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K2C,銅長横水栓 ﾚﾄﾛﾋﾟｱﾝﾊﾝﾄﾞﾙ付,,K2C_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
G16,特製ｽﾊﾟﾅ,,,,,,,,630,680,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
G2,特製ｽﾊﾟﾅ,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ1019,内ﾆｯﾌﾟﾙ13用,,,,,,,,660,713,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K124,二口横水栓,,K124_Z.pdf,,,,,,7,8,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K124BN,二口横水栓(ﾜﾝﾀｯﾁｼﾞｮｲﾝﾄ付),,K124BN_Z.pdf,,,,,,6,7,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K23,二口横水万能水栓,,K23_Z.pdf,,,,,,6,7,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K23C,二口横水万能水栓 ﾚﾄﾛﾋﾟｱﾝﾊﾝﾄﾞﾙ付,,K23C_Z.pdf,,,,,,8,8,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K18,二口自在水栓,,K18_Z.pdf,,,,,,6,7,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K21,二口自在万能水栓,,K21_Z.pdf,,,,,,7,8,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K21BN,二口自在万能水栓 ﾂﾊﾞ付ﾜﾝﾀｯﾁﾆｯﾌﾟﾙ付,,K21BN_Z.pdf,,,,,,7,7,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K21C,二口自在万能水栓 ﾚﾄﾛﾋﾟｱﾝﾊﾝﾄﾞﾙ付,,K21C_Z.pdf,,,,,,8,9,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K21B,二口自在万能水栓 ﾜﾝﾀｯﾁﾆｯﾌﾟﾙ付,,K21B_Z.pdf,,,,,,7,8,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K112,二口万能ﾎｰﾑ水栓,,K112_Z.pdf,,,,,,11,12,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK85-1,二口万能水栓ﾉｽﾞﾙ,,,,,,,,600,648,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
ZK60B,二又ｿｹｯﾄ,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
ZK60B,二又ｿｹｯﾄ,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1200
G30,馬蹄式水栓　取外し工具,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZVR54,排水ｽﾘｯﾌﾟﾊﾟｯｷﾝｾｯﾄ 32用,,,,,,,,300,324,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZV15,排水ﾄﾗｯﾌﾟﾃｰﾙﾋﾟｰｽ 32用,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ1043,排水ﾌﾟﾚｰﾄ,,,,,,,,740,799,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ1044,排水ﾎｰｽ 15m,,,,,,,,9,9,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ1038,排水ﾎｰｽY型継手,,,,,,,,570,616,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ1039,排水ﾎｰｽｷｬｯﾌﾟ,,,,,,,,260,281,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZY70,排水ﾎｰｽﾅｯﾄ,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ1040,排水ﾎｰｽﾅｯﾄ 40mm,,,,,,,,480,518,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ1040-2,排水ﾎｰｽﾅｯﾄ 50mm,,,,,,,,540,583,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ26,排水ﾎｰｽﾕﾆｵﾝﾅｯﾄ 32mm,,,,,,,,500,540,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ1037-1,排水ﾎｰｽﾕﾆｵﾝﾅｯﾄ 40mm,,,,,,,,480,518,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ1037-2,排水ﾎｰｽﾕﾆｵﾝﾅｯﾄ 50mm,,,,,,,,620,670,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ1042,排水ﾎｰｽ継手,,,,,,,,420,454,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ1041,排水ﾎｰｽ差し込み口,,,,,,,,500,540,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
VR1P,排水金具付Pﾄﾗｯﾌﾟ,,VR1P_Z.pdf,,,,,,6,7,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
VR1PJ,排水金具付Pﾄﾗｯﾌﾟ 32,,,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
VR1PJHP,排水金具付Pﾄﾗｯﾌﾟ 32 ﾎﾟｯﾌﾟｱｯﾌﾟ式,,VR1SHP_Z.pdf,,,,,,7,8,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
VR1PJHP2,排水金具付Pﾄﾗｯﾌﾟ 32 ﾎﾟｯﾌﾟｱｯﾌﾟ式 ﾜｲﾔｰ式,,,,,,,,9,10,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
VR1S,排水金具付Sﾄﾗｯﾌﾟ,,VR1S_Z.pdf,,,,,,6,7,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
VR1SJ,排水金具付Sﾄﾗｯﾌﾟ 32,,,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
VR1SJHP,排水金具付Sﾄﾗｯﾌﾟ 32 ﾎﾟｯﾌﾟｱｯﾌﾟ式,,,,,,,,7,8,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
VR1SJHP2,排水金具付Sﾄﾗｯﾌﾟ 32 ﾎﾟｯﾌﾟｱｯﾌﾟ式 ﾜｲﾔｰ式,,,,,,,,9,10,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PVR2,排水金具付ｲﾅｽﾞﾏ管25,,,,,,,,6,6,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PVR20S,排水金具付ﾎﾟﾘSﾄﾗｯﾌﾟ32,,,,,,,,3,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PVR21,排水金具付ﾎﾟﾘｲﾅｽﾞﾏ管32,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZVR71-4,排水栓ｸﾘｰﾝﾊﾟｯｷﾝ 25X40用,,,,,,,,660,713,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZY55,排水栓ﾌﾀ（ｵｰﾙｽﾃﾝﾚｽ),,,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZY56,排水栓ﾌﾀ（ｵｰﾙｽﾃﾝﾚｽ),,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZY57,排水栓ﾌﾀ(樹脂製),,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZY69,排水栓止水ﾃｽﾄ用ﾌﾀ,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZY58,排水栓止水ﾌﾀ,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZVR53,排水栓取り付ﾊﾟｯｷﾝｾｯﾄ 32用,,,,,,,,300,324,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
VR1BJ,排水栓付ﾎﾞﾄﾙﾄﾗｯﾌﾟ32/ｺﾞﾑ栓式,,,,,,,,3,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
VR1BJHP2,排水栓付ﾎﾞﾄﾙﾄﾗｯﾌﾟ32/ﾎﾟｯﾌﾟｱｯﾌﾟ/ﾜｲﾔｰ式,,,,,,,,7,8,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
VR1BJHP,排水栓付ﾎﾞﾄﾙﾄﾗｯﾌﾟ32/ﾎﾟｯﾌﾟｱｯﾌﾟ式,,,,,,,,7,8,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z181-34,排水栓用目皿34MM,,,,,,,,350,378,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZVR55N,排水平ﾊﾟｯｷﾝ,,,,,,,,190,205,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZVR55,排水平ﾊﾟｯｷﾝ 32用,,,,,,,,190,205,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZV10,排水用ﾃｰﾙﾋﾞｰｽ 32,,,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDSK-1,背板固定ｽﾃｰ金具,,GDSK-1_Z.pdf,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDSSA,背板固定止水栓(樹脂ﾊﾝﾄﾞﾙ付),,GDSSA_Z.pdf,,,,,,7,7,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PG12,配管用調整ﾊﾟｲﾌﾟ,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK112B,板ｺﾞﾑ 200X150X3mm,,,,,,,,520,562,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ812-3,風呂水用給水ﾎｰｽ 3m,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PV53-24,沸騰器用ﾌﾚｷ管 240mm,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z108,分岐ｼﾞｮｲﾝﾄ,,,,,,,,880,950,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z37613,分岐ｿｹｯﾄ,,,,,,,,8,9,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
ZK17-1,分岐ｿｹｯﾄ(KS12U4本体B),,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z438KN,分岐継手(ﾊﾞﾌなし）,,Z438KN_Z.pdf,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z438MN,分岐継手(ﾊﾞﾌなし・ﾒｯｷなし）,,Z438KN_Z.pdf,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K32L,分岐止水栓,,K32L_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K32R,分岐止水栓,,K32R_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PK19STU,分岐止水栓 ﾜﾝﾀｯﾁｼﾞｮｲﾝﾄ付 とめるｿﾞｳ付ﾋﾞｽ止,,,,,,,,5,5,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K19,分岐水栓,,K19_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K-19,分岐水栓,,K19_Z.pdf,,,K19_B.pdf,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K191P,分岐水栓,,K191P_Z.pdf,,,,,,5,5,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K19NU4,分岐水栓,,K19NU4_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K-19SU4,分岐水栓,,K19SU4_Z.pdf,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K1011,分岐水栓 ﾜﾝﾀｯﾁｼﾞｮｲﾝﾄ付 とめるｿﾞｳ付 ﾋﾞｽ止,,K1011_Z.pdf,,,,,,10,11,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
