番号,品番,品名,希望小売価格,税込,品番,分解図,備考,削除
23,ZKM120,ソケットセット(シャワー),11600,12180,KF53N3・KM53N3,KF53N3_B.png,,
24,ZKF1,送り座,540,567,KF53N3・KM53N3,KF53N3_B.png,,
25,ZKF114-3,逆止弁エア抜きエルボ一式,3920,4116,KF53N3・KM53N3,KF53N3_B.png,,
26,Z403,水抜きスピンドル,490,515,KF53N3・KM53N3,KF53N3_B.png,,
,KM53N3仕様,,,,KF53N3・KM53N3,KF53N3_B.png,,
27,PZ525-15,吐水口,4730,4967,KF53N3・KM53N3,KF53N3_B.png,,
28,Z512CP,吐水口先端部一式,2420,2541,KF53N3・KM53N3,KF53N3_B.png,,
29,ZK121-20,Xパッキン,160,168,KF53N3・KM53N3,KF53N3_B.png,,
30,PZ42-20,パッキンセット,290,305,KF53N3・KM53N3,KF53N3_B.png,,
31,ZKM38,ソケットセット(混合栓),10200,10710,KF53N3・KM53N3,KF53N3_B.png,,
1,Z331C,ハンドルセット(水側),940,987,KF63,KF63_B.png,,
2,Z331CR,ハンドルセット(湯側),980,1029,KF63,KF63_B.png,,
3,ZK3W34C,キャップ,200,210,KF63,KF63_B.png,,
4,ZK3A-16,丸小ねじ,110,116,KF63,KF63_B.png,,
5,Z218K,ビス止スピンドルセット,740,777,KF63,KF63_B.png,,
6,PZK127,水栓上部パッキンセット,190,200,KF63,KF63_B.png,,
7,ZK1F63,切替レバーハンドル(ビス付),800,840,KF63,KF63_B.png,,
8,ZKF58G,切替弁ユニット,1800,1890,KF63,KF63_B.png,,
9,ZK1SLNC,給止水レバーハンドル(ビス付),950,998,KF63,KF63_B.png,,
10,ZK75SLK-13,ビス止スピンドルセット,700,735,KF63,KF63_B.png,,
11,ZK121-13,Xパッキン,110,116,KF63,KF63_B.png,,
12,PZ42,パッキンセット,260,273,KF63,KF63_B.png,,
13,PZK80-17,吐水口,1370,1439,KF63,KF63_B.png,,
14,ZKF91N,逆止弁,280,294,KF63,KF63_B.png,,
15,ZKF80,シャワーホース接続パッキン,80,84,KF63,KF63_B.png,,
16,ZKF61SLN,逆止弁,630,662,KF63,KF63_B.png,,
17,ZKF1,送り座,540,567,KF63,KF63_B.png,,
18,ZKF60GN,流量調節止水弁,830,872,KF63,KF63_B.png,,
19,Z403,水抜きスピンドル,490,515,KF63,KF63_B.png,,
1,PZK1W85S-3,ハンドルセット,1320,1386,KF100G3(W)・KF100G3R24,KF100G3(W)_B.png,,
2,ZK3W85S-2,キャップセット(湯･水),630,662,KF100G3(W)・KF100G3R24,KF100G3(W)_B.png,,
3,ZK3A-16,丸小ねじ,110,116,KF100G3(W)・KF100G3R24,KF100G3(W)_B.png,,
4,PZK127,水栓上部パッキンセット,190,200,KF100G3(W)・KF100G3R24,KF100G3(W)_B.png,,
5,PZK75-13MN,スピンドルセット,490,515,KF100G3(W)・KF100G3R24,KF100G3(W)_B.png,,
6,PZK4JE4-15,KV式節水こま(水側)(2ヶ入),380,399,KF100G3(W)・KF100G3R24,KF100G3(W)_B.png,,
7,PZK4E-15,こま(湯側)(2ヶ入),270,284,KF100G3(W)・KF100G3R24,KF100G3(W)_B.png,,
8,PZ437,シャワー切替レバー部一式,4130,4337,KF100G3(W)・KF100G3R24,KF100G3(W)_B.png,,
9,PZ45,シャワー切替レバー(ビス付),950,998,KF100G3(W)・KF100G3R24,KF100G3(W)_B.png,,
10,ZKF58GU2,切替弁ユニット,3150,3308,KF100G3(W)・KF100G3R24,KF100G3(W)_B.png,,
11,PZ42-20,パッキンセット,290,305,KF100G3(W)・KF100G3R24,KF100G3(W)_B.png,,
12,ZK121-20,Xパッキン,160,168,KF100G3(W)・KF100G3R24,KF100G3(W)_B.png,,
13,PZ525-15,吐水口,4730,4967,KF100G3(W)・KF100G3R24,KF100G3(W)_B.png,,
14,PZ525-24,吐水口,5940,6237,KF100G3(W)・KF100G3R24,KF100G3(W)_B.png,,
15,Z512CP,吐水口先端部一式,2420,2541,KF100G3(W)・KF100G3R24,KF100G3(W)_B.png,,
16,PZ511CP3,整流器キャップセット,950,998,KF100G3(W)・KF100G3R24,KF100G3(W)_B.png,,
17,PZ76J,シャワーエルボ,1840,1932,KF100G3(W)・KF100G3R24,KF100G3(W)_B.png,,
18,ZKF80,シャワーホース接続パッキン,80,84,KF100G3(W)・KF100G3R24,KF100G3(W)_B.png,,
19,Z402,逆止弁,780,819,KF100G3(W)・KF100G3R24,KF100G3(W)_B.png,,
20,PZKF79-15,ソケット部接続パッキン(2ヶ入),180,189,KF100G3(W)・KF100G3R24,KF100G3(W)_B.png,,
21,ZKM87,ソケットセット,6330,6647,KF100G3(W)・KF100G3R24,KF100G3(W)_B.png,,
22,ZKF1,送り座,540,567,KF100G3(W)・KF100G3R24,KF100G3(W)_B.png,,
,寒冷地用(KF100G3W),,,,KF100G3(W)・KF100G3R24,KF100G3(W)_B.png,,
23,PZK75JK-13MN,ビス止スピンドルセット(水側),600,630,KF100G3(W)・KF100G3R24,KF100G3(W)_B.png,,
24,PZK75K-13MN,ビス止スピンドルセット(湯側),570,599,KF100G3(W)・KF100G3R24,KF100G3(W)_B.png,,
25,PZK4KJE4-15,ビス止用節水パッキンセット(水側)(2ヶ入),350,368,KF100G3(W)・KF100G3R24,KF100G3(W)_B.png,,
26,PZK4K-15,ビス止用こまパッキンセット(湯側)(2ヶ入),300,315,KF100G3(W)・KF100G3R24,KF100G3(W)_B.png,,
27,ZKM87W,ソケットセット,8250,8663,KF100G3(W)・KF100G3R24,KF100G3(W)_B.png,,
28,Z403,水抜きスピンドル,490,515,KF100G3(W)・KF100G3R24,KF100G3(W)_B.png,,
1,PZK1ED-2,EDハンドルセット,990,1040,KF100N2(W)・KF100N2(W)R24,KF100N2(W)_B.png,,
2,PZK3ED-2,キャップセット(湯･水),280,294,KF100N2(W)・KF100N2(W)R24,KF100N2(W)_B.png,,
3,ZK3A-16,丸小ねじ,110,116,KF100N2(W)・KF100N2(W)R24,KF100N2(W)_B.png,,
4,PZK127,水栓上部パッキンセット,190,200,KF100N2(W)・KF100N2(W)R24,KF100N2(W)_B.png,,
5,PZK75-13MN,スピンドルセット,490,515,KF100N2(W)・KF100N2(W)R24,KF100N2(W)_B.png,,
6,PZK4JE4-15,KV式節水こま(水側)(2ヶ入),380,399,KF100N2(W)・KF100N2(W)R24,KF100N2(W)_B.png,,
7,PZK4E-15,こま(湯側)(2ヶ入),270,284,KF100N2(W)・KF100N2(W)R24,KF100N2(W)_B.png,,
8,PZ44,シャワー切替レバー部一式,3520,3696,KF100N2(W)・KF100N2(W)R24,KF100N2(W)_B.png,,
9,PZ45,シャワー切替レバー(ビス付),950,998,KF100N2(W)・KF100N2(W)R24,KF100N2(W)_B.png,,
10,PZ42,パッキンセット,260,273,KF100N2(W)・KF100N2(W)R24,KF100N2(W)_B.png,,
11,ZK121-13,Xパッキン,110,116,KF100N2(W)・KF100N2(W)R24,KF100N2(W)_B.png,,
12,PZK80-17,吐水口,1370,1439,KF100N2(W)・KF100N2(W)R24,KF100N2(W)_B.png,,
13,PZK80-24,吐水口,1890,1985,KF100N2(W)・KF100N2(W)R24,KF100N2(W)_B.png,,
14,Z402,逆止弁,780,819,KF100N2(W)・KF100N2(W)R24,KF100N2(W)_B.png,,
15,PZKF79-15,ソケット部接続パッキン(2ヶ入),180,189,KF100N2(W)・KF100N2(W)R24,KF100N2(W)_B.png,,
16,ZKM87,ソケットセット,6330,6647,KF100N2(W)・KF100N2(W)R24,KF100N2(W)_B.png,,
17,ZKF1,送り座,540,567,KF100N2(W)・KF100N2(W)R24,KF100N2(W)_B.png,,
18,ZKF80,シャワーホース接続パッキン,80,84,KF100N2(W)・KF100N2(W)R24,KF100N2(W)_B.png,,
,寒冷地用(KF100N2W・KF100N2WR24),,,,KF100N2(W)・KF100N2(W)R24,KF100N2(W)_B.png,,
19,PZK75JK-13MN,ビス止スピンドルセット(水側),600,630,KF100N2(W)・KF100N2(W)R24,KF100N2(W)_B.png,,
20,PZK75K-13MN,ビス止スピンドルセット(湯側),570,599,KF100N2(W)・KF100N2(W)R24,KF100N2(W)_B.png,,
21,PZK4KJE4-15,ビス止用節水パッキンセット(水側)(2ヶ入),350,368,KF100N2(W)・KF100N2(W)R24,KF100N2(W)_B.png,,
22,PZK4K-15,ビス止用こまパッキンセット(湯側)(2ヶ入),300,315,KF100N2(W)・KF100N2(W)R24,KF100N2(W)_B.png,,
23,ZKM87W,ソケットセット,8250,8663,KF100N2(W)・KF100N2(W)R24,KF100N2(W)_B.png,,
24,Z403,水抜きスピンドル,490,515,KF100N2(W)・KF100N2(W)R24,KF100N2(W)_B.png,,
1,PZK1ED-2,EDハンドルセット,990,1040,KF104(W),KF104(W)_B.png,,
2,PZK3ED-2,キャップセット(湯･水),280,294,KF104(W),KF104(W)_B.png,,
3,ZK3A-16,丸小ねじ,110,116,KF104(W),KF104(W)_B.png,,
4,PZK127,水栓上部パッキンセット,190,200,KF104(W),KF104(W)_B.png,,
5,PZK75-13MN,スピンドルセット,490,515,KF104(W),KF104(W)_B.png,,
6,PZK4JE4-15,KV式節水こま(水側)(2ヶ入),380,399,KF104(W),KF104(W)_B.png,,
7,PZK4E-15,こま(湯側)(2ヶ入),270,284,KF104(W),KF104(W)_B.png,,
8,PZ44,シャワー切替レバー部一式,3520,3696,KF104(W),KF104(W)_B.png,,
9,PZ45,シャワー切替レバー(ビス付),950,998,KF104(W),KF104(W)_B.png,,
10,PZ42,パッキンセット,260,273,KF104(W),KF104(W)_B.png,,
11,ZK121-13,Xパッキン,110,116,KF104(W),KF104(W)_B.png,,
12,PZK81-17,吐水口,1370,1439,KF104(W),KF104(W)_B.png,,
13,ZKM87,ソケットセット,6330,6647,KF104(W),KF104(W)_B.png,,
14,Z402,逆止弁,780,819,KF104(W),KF104(W)_B.png,,
15,PZKF79-15,ソケット部接続パッキン(2ヶ入),180,189,KF104(W),KF104(W)_B.png,,
16,ZKF1,送り座,540,567,KF104(W),KF104(W)_B.png,,
17,ZKF80,シャワーホース接続パッキン,80,84,KF104(W),KF104(W)_B.png,,
,寒冷地用(KF104W),,,,KF104(W),KF104(W)_B.png,,
18,PZK75JK-13MN,ビス止スピンドルセット(水側),600,630,KF104(W),KF104(W)_B.png,,
19,PZK75K-13MN,ビス止スピンドルセット(湯側),570,599,KF104(W),KF104(W)_B.png,,
20,PZK4KJE4-15,ビス止用節水パッキンセット(水側)(2ヶ入),350,368,KF104(W),KF104(W)_B.png,,
21,PZK4K-15,ビス止用こまパッキンセット(湯側)(2ヶ入),300,315,KF104(W),KF104(W)_B.png,,
22,ZKM87W,ソケットセット,8250,8663,KF104(W),KF104(W)_B.png,,
23,Z403,水抜きスピンドル,490,515,KF104(W),KF104(W)_B.png,,
1,ZK1W85B-2,ハンドルセット,1230,1292,KF140G3(Z)・KF140G3R24,KF140G3(Z)_B.png,,
2,ZK3W85B-2,キャップセット(湯･水),600,630,KF140G3(Z)・KF140G3R24,KF140G3(Z)_B.png,,
3,ZK3A-16,丸小ねじ,110,116,KF140G3(Z)・KF140G3R24,KF140G3(Z)_B.png,,
4,PZK127,水栓上部パッキンセット,190,200,KF140G3(Z)・KF140G3R24,KF140G3(Z)_B.png,,
5,PZK75-13MN,スピンドルセット,490,515,KF140G3(Z)・KF140G3R24,KF140G3(Z)_B.png,,
6,PZK4JE4-15,KV式節水こま(水側)(2ヶ入),380,399,KF140G3(Z)・KF140G3R24,KF140G3(Z)_B.png,,
7,PZK4E-15,こま(湯側)(2ヶ入),270,284,KF140G3(Z)・KF140G3R24,KF140G3(Z)_B.png,,
8,ZKF4GNB,シャワー切替レバー部一式,3080,3234,KF140G3(Z)・KF140G3R24,KF140G3(Z)_B.png,,
9,ZKF74NB,シャワー切替レバー(ビス付),800,840,KF140G3(Z)・KF140G3R24,KF140G3(Z)_B.png,,
10,Z250,切替ボンネット,2640,2772,KF140G3(Z)・KF140G3R24,KF140G3(Z)_B.png,,
11,PZ42-20,パッキンセット,290,305,KF140G3(Z)・KF140G3R24,KF140G3(Z)_B.png,,
12,ZK121-20,Xパッキン,160,168,KF140G3(Z)・KF140G3R24,KF140G3(Z)_B.png,,
13,PZ818-15,吐水口,4570,4799,KF140G3(Z)・KF140G3R24,KF140G3(Z)_B.png,,
14,PZ818-24,吐水口,6150,6458,KF140G3(Z)・KF140G3R24,KF140G3(Z)_B.png,,
15,Z819BCP,吐水口先端部一式,2100,2205,KF140G3(Z)・KF140G3R24,KF140G3(Z)_B.png,,
16,Z76JGY,シャワーエルボ,2100,2205,KF140G3(Z)・KF140G3R24,KF140G3(Z)_B.png,,
17,ZKF80,シャワーホース接続パッキン,80,84,KF140G3(Z)・KF140G3R24,KF140G3(Z)_B.png,,
18,PZKF79-15,ソケット部接続パッキン(2ヶ入),180,189,KF140G3(Z)・KF140G3R24,KF140G3(Z)_B.png,,
19,ZKM87,ソケットセット,6330,6647,KF140G3(Z)・KF140G3R24,KF140G3(Z)_B.png,,
20,ZKF1,送り座,540,567,KF140G3(Z)・KF140G3R24,KF140G3(Z)_B.png,,
,寒冷地用(KF140G3Z),,,,KF140G3(Z)・KF140G3R24,KF140G3(Z)_B.png,,
21,PZK75JK-13MN,ビス止スピンドルセット(水側),600,630,KF140G3(Z)・KF140G3R24,KF140G3(Z)_B.png,,
22,PZK75K-13MN,ビス止スピンドルセット(湯側),570,599,KF140G3(Z)・KF140G3R24,KF140G3(Z)_B.png,,
23,PZK4KJE4-15,ビス止用節水パッキンセット(水側)(2ヶ入),350,368,KF140G3(Z)・KF140G3R24,KF140G3(Z)_B.png,,
24,PZK4K-15,ビス止用こまパッキンセット(湯側)(2ヶ入),300,315,KF140G3(Z)・KF140G3R24,KF140G3(Z)_B.png,,
25,Z76JG,シャワーエルボ,1840,1932,KF140G3(Z)・KF140G3R24,KF140G3(Z)_B.png,,
26,ZKM87W,ソケットセット,8250,8663,KF140G3(Z)・KF140G3R24,KF140G3(Z)_B.png,,
27,Z403,水抜きスピンドル,490,515,KF140G3(Z)・KF140G3R24,KF140G3(Z)_B.png,,
1,ZK1W85B-2,ハンドルセット,1230,1292,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
2,ZK3W85B-2,キャップセット(湯･水),600,630,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
3,ZK3A-16,丸小ねじ,110,116,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
4,PZK127,水栓上部パッキンセット,190,200,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
5,PZK75-13MN,スピンドルセット,490,515,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
6,PZK4JE4-15,KV式節水こま(水側)(2ヶ入),380,399,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
7,PZK4E-15,こま(湯側)(2ヶ入),270,284,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
8,Z437B,シャワー切替レバー部一式,4110,4316,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
9,Z45B,シャワー切替レバー(ビス付),950,998,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
10,ZKF58GU2,切替弁ユニット,3150,3308,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
11,PZ42-20,パッキンセット,290,305,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
12,ZK121-20,Xパッキン,160,168,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
13,PZ818-15,吐水口,4570,4799,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
14,PZ818-24,吐水口,6150,6458,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
15,Z819BCP,吐水口先端部一式,2100,2205,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
16,Z76JG,シャワーエルボ,1840,1932,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
17,ZKF80,シャワーホース接続パッキン,80,84,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
18,Z402,逆止弁,780,819,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
19,PZKF79-15,ソケット部接続パッキン(2ヶ入),180,189,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
20,ZKM87,ソケットセット,6330,6647,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
21,ZKF1,送り座,540,567,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
,寒冷地用(KF141G3W・KF141GWMB・KF141WEX),,,,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
22,PZK75JK-13MN,ビス止スピンドルセット(水側),600,630,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
23,PZK75K-13MN,ビス止スピンドルセット(湯側),570,599,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
24,PZK4KJE4-15,ビス止用節水パッキンセット(水側)(2ヶ入),350,368,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
25,PZK4K-15,ビス止用こまパッキンセット(湯側)(2ヶ入),300,315,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
26,ZKM87W,ソケットセット,8250,8663,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
27,Z403,水抜きスピンドル,490,515,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
,KF141GMB仕様,,,,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
28,ZK1W83G2,止水ハンドルセット(水側),2300,2415,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
29,ZK1W83GR2,止水ハンドルセット(湯側),2300,2415,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
30,ZK3W83G2,キャップ,720,756,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
31,ZK1F160C,シャワー切替レバー,1140,1197,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
32,ZK3F600,キャップ,530,557,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
33,Z42931,丸小ねじ,110,116,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
34,Z540-17,吐水口,5520,5796,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
35,Z520CP,吐水口先端部一式,1180,1239,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
36,PZ520CP3,整流器キャップセット,1160,1218,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
,KF141EX仕様,,,,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
37,ZK1W71G,止水ハンドルセット(水側),2560,2688,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
38,ZK1W71GR,止水ハンドルセット(湯側),2560,2688,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
39,ZK3W71,キャップ(水側),1080,1134,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
40,ZK3W71R,キャップ(湯側),1080,1134,KF141G3(W)・KF141G3R24・KF141G(W)MB・KF141(W)EX,KF141G3(W)_B.png,,
1,ZK1VBEX,温調ハンドルセット,1650,1733,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
2,ZK3E,キャップ,360,378,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
3,Z43930,丸小ねじ,110,116,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
4,ZK173E,ストップカラーユニット,2270,2384,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
5,PZKF111E,温調ボンネットユニット,4400,4620,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
6,PZKF112E,サーモスタットカートリッジ,9980,10479,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
7,PZKF85ET,お湯ぴた目盛ハンドルセット,2370,2489,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
8,PZKF86N,計量カートリッジ,6460,6783,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
9,ZK106,Oリング,130,137,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
10,Z81E,切替レバーセット,860,903,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
11,ZK3F500,キャップ,320,336,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
12,ZKF58G,切替弁ユニット,1800,1890,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
13,PZ955-15,吐水口,7250,7613,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
14,PZ955-24,吐水口,8980,9429,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
15,Z819CP,吐水口先端部一式,2100,2205,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
16,PZ511CP3,整流器キャップセット,950,998,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
17,Z42196,ＯリングA14,180,189,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
18,Z654013,ＯリングP22,200,210,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
19,Z49616,棒先トラス小ねじ,150,158,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
20,PZ216,ボール弁セット,1530,1607,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
21,ZK118,パッキン,200,210,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
22,PZ42,パッキンセット,260,273,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
23,ZK121-13,Xパッキン,110,116,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
24,PZKF66J,シャワーエルボ,2090,2195,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
25,ZKF80,シャワーホース接続パッキン,80,84,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
26,ZKM48,ソケットセット,14500,15225,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
27,PZKF79-15,ソケット部接続パッキン(2ヶ入),180,189,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
28,PZ573,逆止弁,820,861,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
29,ZKF60N,流量調節止水弁,940,987,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
30,PZKF59N,ソケット部ストレーナ,1210,1271,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
31,ZKF1,送り座,540,567,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
32,ZKF89-E,ストッパーガイドセット,1040,1092,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
,寒冷地用(KF151W・KF151W-R24),,,,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
33,Z403,水抜きスピンドル,490,515,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
34,ZKM66W,ソケットセット,13900,14595,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
35,PZKF191,水抜きスピンドル,470,494,KF151(W)・KF151(W)-R24,KF151(W)_B.png,,
1,ZK1W159,止水ハンドルセット,6270,6584,KF159(W)T・KF159(W)TR2,KF159(W)T_B.png,,
2,ZK3W59,キャップ,120,126,KF159(W)T・KF159(W)TR2,KF159(W)T_B.png,,
3,ZK3A-16,丸小ねじ,110,116,KF159(W)T・KF159(W)TR2,KF159(W)T_B.png,,
4,ZK75K-13M,ビス止スピンドルセット,970,1019,KF159(W)T・KF159(W)TR2,KF159(W)T_B.png,,
5,PZK127,水栓上部パッキンセット,190,200,KF159(W)T・KF159(W)TR2,KF159(W)T_B.png,,
6,PZK4K-15,ビス止用こまパッキンセット（2ヶ入）,300,315,KF159(W)T・KF159(W)TR2,KF159(W)T_B.png,,
7,Z88F,サーモスタットカートリッジ,6790,7130,KF159(W)T・KF159(W)TR2,KF159(W)T_B.png,,
8,Z415704,温調固定ナット,860,903,KF159(W)T・KF159(W)TR2,KF159(W)T_B.png,,
9,Z415706,温調カラー,470,494,KF159(W)T・KF159(W)TR2,KF159(W)T_B.png,,
10,Z413269,止めリング,310,326,KF159(W)T・KF159(W)TR2,KF159(W)T_B.png,,
11,ZK1T800G,温調ハンドルセット,2100,2205,KF159(W)T・KF159(W)TR2,KF159(W)T_B.png,,
12,ZK3F235,キャップ,490,515,KF159(W)T・KF159(W)TR2,KF159(W)T_B.png,,
13,ZK1A159G,目盛設定ハンドルセット,3360,3528,KF159(W)T・KF159(W)TR2,KF159(W)T_B.png,,
14,ZK3A255G,キャップ,590,620,KF159(W)T・KF159(W)TR2,KF159(W)T_B.png,,
15,Z43300,固定ナット,3890,4085,KF159(W)T・KF159(W)TR2,KF159(W)T_B.png,,
16,Z359,計量カートリッジ,10400,10920,KF159(W)T・KF159(W)TR2,KF159(W)T_B.png,,
17,ZK118A292,パッキン,300,315,KF159(W)T・KF159(W)TR2,KF159(W)T_B.png,,
18,Z566N2,止水弁ユニット,7030,7382,KF159(W)T・KF159(W)TR2,KF159(W)T_B.png,,
19,Z566P,止水弁セット,5120,5376,KF159(W)T・KF159(W)TR2,KF159(W)T_B.png,,
20,Z38324,吐水口,5520,5796,KF159(W)T・KF159(W)TR2,KF159(W)T_B.png,,
21,Z520CP4,吐水口先端部一式,1130,1187,KF159(W)T・KF159(W)TR2,KF159(W)T_B.png,,
22,Z38324-24,吐水口,8090,8495,KF159(W)T・KF159(W)TR2,KF159(W)T_B.png,,
23,Z520CP,吐水口先端部一式,1180,1239,KF159(W)T・KF159(W)TR2,KF159(W)T_B.png,,
24,ZK121-13,Ｘパッキン,110,116,KF159(W)T・KF159(W)TR2,KF159(W)T_B.png,,
25,ZKF80,シャワーホース接続パッキン,80,84,KF159(W)T・KF159(W)TR2,KF159(W)T_B.png,,
26,Z402JC,逆止弁(水側）,780,819,KF159(W)T・KF159(W)TR2,KF159(W)T_B.png,,
27,Z402JH,逆止弁（湯側）,780,819,KF159(W)T・KF159(W)TR2,KF159(W)T_B.png,,
28,PZKF79-15,ソケット部接続パッキン（2ヶ入）,180,189,KF159(W)T・KF159(W)TR2,KF159(W)T_B.png,,
29,Z239RS6,止水栓キャップ,190,200,KF159(W)T・KF159(W)TR2,KF159(W)T_B.png,,
30,Z673,流量調節止水弁,1370,1439,KF159(W)T・KF159(W)TR2,KF159(W)T_B.png,,
31,Z411151,ソケットセット,6250,6563,KF159(W)T・KF159(W)TR2,KF159(W)T_B.png,,
32,Z416617,送り座,660,693,KF159(W)T・KF159(W)TR2,KF159(W)T_B.png,,
