番号,品番,品名,希望小売価格,税込,品番,分解図,備考,削除
,KPS381BG-G8,散水板,3500,3675,LFB277(W)G8・LFB276(W)G8,LFB277(W)G8_B.png,,0
,HC745M2,シャワーヘッドホース組,14400,15120,LFB277(W)G8・LFB276(W)G8,LFB277(W)G8_B.png,,0
,KPS665B,上面施工金具組,4890,5135,LFB277(W)G8・LFB276(W)G8,LFB277(W)G8_B.png,,0
,KP955B,止めビス,210,221,LFB277(W)G8・LFB276(W)G8,LFB277(W)G8_B.png,,0
,KPS1904,接続カプラー,,,LFB277(W)G8・LFB276(W)G8,LFB277(W)G8_B.png,,0
,KPS1915J3,アダプター,2110,2216,LFB277(W)G8・LFB276(W)G8,LFB277(W)G8_B.png,,0
,MP547C,接続カプラー(寒),4750,4988,LFB277(W)G8・LFB276(W)G8,LFB277(W)G8_B.png,,0
,KPS582,異径アダプター(寒),570,599,LFB277(W)G8・LFB276(W)G8,LFB277(W)G8_B.png,,0
,LFB276G8仕様,,,,LFB277(W)G8・LFB276(W)G8,LFB277(W)G8_B.png,,0
,KPS314,トップシールパッキン,140,147,LFB277(W)G8・LFB276(W)G8,LFB277(W)G8_B.png,,0
,KPS1635,爪付座金,560,588,LFB277(W)G8・LFB276(W)G8,LFB277(W)G8_B.png,,0
,KPS608B,固定ナットセット,1080,1134,LFB277(W)G8・LFB276(W)G8,LFB277(W)G8_B.png,,0
,KPS1908,接続カプラー,2380,2499,LFB277(W)G8・LFB276(W)G8,LFB277(W)G8_B.png,,0
,KPS1908NB,接続カプラー(寒),4050,4253,LFB277(W)G8・LFB276(W)G8,LFB277(W)G8_B.png,,0
,KP1016-6,操作レバ?組,2240,2352,LFB277(W)G8・LFB276(W)G8,LFB277(W)G8_B.png,,0
,KP846A-6,化粧カバー,710,746,LFB244(W)U16,LFB244(W)U16_B.png,,0
,KPS761,カートリッジ押え,710,746,LFB244(W)U16,LFB244(W)U16_B.png,,0
,KPS027H-C,セラミックカートリッジ,4260,4473,LFB244(W)U16,LFB244(W)U16_B.png,,0
,KPS1330,パッキン,230,242,LFB244(W)U16,LFB244(W)U16_B.png,,0
,KPS608A,固定ナットセット,610,641,LFB244(W)U16,LFB244(W)U16_B.png,,0
,KPS1908,接続カプラー,2380,2499,LFB244(W)U16,LFB244(W)U16_B.png,,0
,KPS1908N,接続カプラー(寒）,3780,3969,LFB244(W)U16,LFB244(W)U16_B.png,,0
,KPS1915J3,アダプター,2110,2216,LFB244(W)U16,LFB244(W)U16_B.png,,0
,HC740-6,シャワーヘッド組,3990,4190,LFB244(W)U16,LFB244(W)U16_B.png,,0
,HC187-U16-6,シャワーホース組,5020,5271,LFB244(W)U16,LFB244(W)U16_B.png,,0
,HC582N-6,シャワー部,8910,9356,LFB244(W)U16,LFB244(W)U16_B.png,,0
,KPS381-6U16,散水板組,1560,1638,LFB244(W)U16,LFB244(W)U16_B.png,,0
,KPS314,トップシ?ルパッキン,140,147,LFB244(W)U16,LFB244(W)U16_B.png,,0
,KP80-6,操作レバ?組,2380,2499,LFB244(W)U16,LFB244(W)U16_B.png,,0
,KP846A-6,化粧カバー,710,746,LFB244(W)U19,LFB244(W)U19_B.png,,0
,KPS761,カートリッジ押え,710,746,LFB244(W)U19,LFB244(W)U19_B.png,,0
,KPS027H-C,セラミックカートリッジ,4260,4473,LFB244(W)U19,LFB244(W)U19_B.png,,0
,KPS1330,パッキン,230,242,LFB244(W)U19,LFB244(W)U19_B.png,,0
,KPS608A,固定ナットセット,610,641,LFB244(W)U19,LFB244(W)U19_B.png,,0
,KPS1908,接続カプラー,2380,2499,LFB244(W)U19,LFB244(W)U19_B.png,,0
,KPS1908NB,接続カプラー(寒）,4050,4253,LFB244(W)U19,LFB244(W)U19_B.png,,0
,KPS1915J3,アダプター,2110,2216,LFB244(W)U19,LFB244(W)U19_B.png,,0
,HC748-6,シャワーヘッド組,3910,4106,LFB244(W)U19,LFB244(W)U19_B.png,,0
,KPS381BGU18,散水板,990,1040,LFB244(W)U19,LFB244(W)U19_B.png,,0
,KP1898,吐水口金具組,1890,1985,LFB244(W)U19,LFB244(W)U19_B.png,,0
,HC187-U19-6,シャワーホース組,8350,8768,LFB244(W)U19,LFB244(W)U19_B.png,,0
,HC585-6,シャワー部,15100,15855,LFB244(W)U19,LFB244(W)U19_B.png,,0
,KPS314,トップシ?ルパッキン,140,147,LFB244(W)U19,LFB244(W)U19_B.png,,0
,KP1016,操作レバー組,3500,3675,LFB244(W)U19,LFB244(W)U19_B.png,,0
,KP864A,化粧カバー,1680,1764,LFB244(W)U20,LFB244(W)U20_B.png,,0
,KPS761,カートリッジ押え,710,746,LFB244(W)U20,LFB244(W)U20_B.png,,0
,KPS027H-B,セラミックカートリッジ,4260,4473,LFB244(W)U20,LFB244(W)U20_B.png,,0
,KPS1330,パッキン,230,242,LFB244(W)U20,LFB244(W)U20_B.png,,0
,KPS608A,固定ナットセット,610,641,LFB244(W)U20,LFB244(W)U20_B.png,,0
,KPS1908,接続カプラー,2380,2499,LFB244(W)U20,LFB244(W)U20_B.png,,0
,KPS1908NB,接続カプラー(寒),4050,4253,LFB244(W)U20,LFB244(W)U20_B.png,,0
,KPS1915J3,ワンタッチアダプター,2110,2216,LFB244(W)U20,LFB244(W)U20_B.png,,0
,Z350769,シャワーヘッド組,5040,5292,LFB244(W)U20,LFB244(W)U20_B.png,,0
,KPS381BGU18,散水板,990,1040,LFB244(W)U20,LFB244(W)U20_B.png,,0
,KP2886,吐水口金具組,1890,1985,LFB244(W)U20,LFB244(W)U20_B.png,,0
,Z474590K,シャワーホース組,5090,5345,LFB244(W)U20,LFB244(W)U20_B.png,,0
,HC588N,シャワー部,17300,18165,LFB244(W)U20,LFB244(W)U20_B.png,,0
,KPS314,トップシールパッキン,140,147,LFB244(W)U20,LFB244(W)U20_B.png,,0
,KP1016,操作レバー組,3500,3675,LFB244(W)U20,LFB244(W)U20_B.png,,0
,KPS1733,カートリッジ押え,1400,1470,LFB617(W),LFB617(W)_B.png,,0
,KPS027H-B,セラミックカートリッジ,4260,4473,LFB617(W),LFB617(W)_B.png,,0
,KP890,吐水口金具組,1540,1617,LFB617(W),LFB617(W)_B.png,,0
,KPS314,トップシールパッキン,140,147,LFB617(W),LFB617(W)_B.png,,0
,KPS602,固定ナットセット,610,641,LFB617(W),LFB617(W)_B.png,,0
,KPS1915J3,アダプター,2110,2216,LFB617(W),LFB617(W)_B.png,,0
,KPS652,水抜きツマミ(寒）,760,798,LFB617(W),LFB617(W)_B.png,,0
,KP1030,操作レバー組,2660,2793,LFB617(W),LFB617(W)_B.png,,0
,Z109347K,キャップ,220,231,LFK612-107,LFK612-107_B.png,,0
,KPS012,止水カートリッジ,3220,3381,LFK612-107,LFK612-107_B.png,,0
,KP1885,吐水口金具組,3070,3224,LFK612-107,LFK612-107_B.png,,0
,KP1841,スペーサー,1540,1617,LFK612-107,LFK612-107_B.png,,0
,KPS347,トップシールパッキン,140,147,LFK612-107,LFK612-107_B.png,,0
,KPS303,パッキン,140,147,LFK612-107,LFK612-107_B.png,,0
,KPS620,固定ナットセット,780,819,LFK612-107,LFK612-107_B.png,,0
,KP1005,操作レバー組,5830,6122,LFK612-107,LFK612-107_B.png,,0
,KPS750,カートリッジ押え,1680,1764,LFM612,LFM612_B.png,,0
,KPS027H-C,セラミックカートリッジ,4260,4473,LFM612,LFM612_B.png,,0
,KP1885,吐水口金具組,3070,3224,LFM612,LFM612_B.png,,0
,KPS1374,トップシールパッキン,190,200,LFM612,LFM612_B.png,,0
,KPS1375,パッキン,180,189,LFM612,LFM612_B.png,,0
,KPS1617,固定ナットセット,740,777,LFM612,LFM612_B.png,,0
,KPS912G,アダプター,3490,3665,LFM612,LFM612_B.png,,0
,KP1005,操作レバー組,5830,6122,LFM612,LFM612_B.png,,0
,KPS750,カートリッジ押え,1680,1764,LFM612-108,LFM612-108_B.png,,0
,KPS027H-C,セラミックカートリッジ,4260,4473,LFM612-108,LFM612-108_B.png,,0
,KP1885,吐水口金具組,3070,3224,LFM612-108,LFM612-108_B.png,,0
,KP817,化粧カバー,1540,1617,LFM612-108,LFM612-108_B.png,,0
,KPS314,トップシールパッキン,140,147,LFM612-108,LFM612-108_B.png,,0
,KPS602,固定ナットセット,610,641,LFM612-108,LFM612-108_B.png,,0
,KPS912G,アダプター,3490,3665,LFM612-108,LFM612-108_B.png,,0
,KP1005,操作レバー組,5830,6122,LFM612-108,LFM612-108_B.png,,0
,KPS750,カートリッジ押え,1680,1764,LFM612-112,LFM612-112_B.png,,0
,KPS027H-C,セラミックカートリッジ,4260,4473,LFM612-112,LFM612-112_B.png,,0
,KP1885,吐水口金具組,3070,3224,LFM612-112,LFM612-112_B.png,,0
,KP817,化粧カバー,1540,1617,LFM612-112,LFM612-112_B.png,,0
,KPS314,トップシールパッキン,140,147,LFM612-112,LFM612-112_B.png,,0
,KPS602,固定ナットセット,610,641,LFM612-112,LFM612-112_B.png,,0
,KPS912F,アダプター,3490,3665,LFM612-112,LFM612-112_B.png,,0
,KP1041,操作レバー組,5830,6122,LFM612-112,LFM612-112_B.png,,0
,KPS750,カートリッジ押え,1680,1764,LFM612-128,LFM612-128_B.png,,0
,KPS027H-C,セラミックカートリッジ,4260,4473,LFM612-128,LFM612-128_B.png,,0
,KP1895,吐水口金具組,2940,3087,LFM612-128,LFM612-128_B.png,,0
,KP817,化粧カバー組,1540,1617,LFM612-128,LFM612-128_B.png,,0
,KPS314,トップシールパッキン,140,147,LFM612-128,LFM612-128_B.png,,0
,KPS602,固定ナット,610,641,LFM612-128,LFM612-128_B.png,,0
,KPS912G,アダプター,3490,3665,LFM612-128,LFM612-128_B.png,,0
,KP1030,レバーハンドルセット,2660,2793,LFM612-128,LFM612-128_B.png,,0
,Z109347K,キャップ,220,231,LFK612-187,LFK612-187_B.png,,0
,KPS012,止水カートリッジ,3220,3381,LFK612-187,LFK612-187_B.png,,0
,KP1885,吐水口先端部一式,3070,3224,LFK612-187,LFK612-187_B.png,,0
,KP1841,スペーサー,1540,1617,LFK612-187,LFK612-187_B.png,,0
,KPS347,トップシールパッキン,140,147,LFK612-187,LFK612-187_B.png,,0
,KPS303,パッキン,140,147,LFK612-187,LFK612-187_B.png,,0
,KPS620,固定ナットセット,780,819,LFK612-187,LFK612-187_B.png,,0
,KP1031,操作レバー組,4440,4662,LFK612-187,LFK612-187_B.png,,0
,KPS1709,カートリッジ押え,1680,1764,LFM670(W),LFM670(W)_B.png,,0
,KPS027H-C,セラミックカ?トリッジ,4260,4473,LFM670(W),LFM670(W)_B.png,,0
,HC187BG-C,吐水口・ホース組,5720,6006,LFM670(W),LFM670(W)_B.png,,0
,KP1893,吐水口金具組,2110,2216,LFM670(W),LFM670(W)_B.png,,0
,KPS314,トップシールパッキン,140,147,LFM670(W),LFM670(W)_B.png,,0
,KPS608A,固定ナットセット,610,641,LFM670(W),LFM670(W)_B.png,,0
,KPS1908,接続カプラー,2380,2499,LFM670(W),LFM670(W)_B.png,,0
,KPS1908NB,接続カプラー(寒）,4050,4253,LFM670(W),LFM670(W)_B.png,,0
,KPS912,アダプタ?,1680,1764,LFM670(W),LFM670(W)_B.png,,0
,KP98,操作レバー組,2790,2930,LFM670(W),LFM670(W)_B.png,,0
,KP1840,化粧カバー,910,956,LFM902・LFM902L・LFMS902・LFMS902L,LFM902_B.png,,0
,KPS1638,本体止めナット,2380,2499,LFM902・LFM902L・LFMS902・LFMS902L,LFM902_B.png,,0
,KPS1719,カートリッジ押え,710,746,LFM902・LFM902L・LFMS902・LFMS902L,LFM902_B.png,,0
,KPS027H-C,セラミックカートリッジ,4260,4473,LFM902・LFM902L・LFMS902・LFMS902L,LFM902_B.png,,0
,KP421,カバー,360,378,LFM902・LFM902L・LFMS902・LFMS902L,LFM902_B.png,,0
,KPS1639,ビス,270,284,LFM902・LFM902L・LFMS902・LFMS902L,LFM902_B.png,,0
,KPS1570,吐水ブッシュ,3570,3749,LFM902・LFM902L・LFMS902・LFMS902L,LFM902_B.png,,0
,KPP81B,吐水パイプ,950,998,LFM902・LFM902L・LFMS902・LFMS902L,LFM902_B.png,,0
,LFMS902(L)仕様,,,,LFM902・LFM902L・LFMS902・LFMS902L,LFM902_B.png,,0
,KPP81CP,吐水パイプ,2940,3087,LFM902・LFM902L・LFMS902・LFMS902L,LFM902_B.png,,0
,Z761000K,シャワーヘッド組,3990,4190,LFM902・LFM902L・LFMS902・LFMS902L,LFM902_B.png,,0
,KPS398,Ｏリング,140,147,LFM902・LFM902L・LFMS902・LFMS902L,LFM902_B.png,,0
,Z416788,シャワーホース組,2660,2793,LFM902・LFM902L・LFMS902・LFMS902L,LFM902_B.png,,0
,KPS1949,カプラー,2940,3087,LFM902・LFM902L・LFMS902・LFMS902L,LFM902_B.png,,0
,MP756A,シャワーハンガー組,4390,4610,LFM902・LFM902L・LFMS902・LFMS902L,LFM902_B.png,,0
,KP5DW,止水ハンドル,710,746,LFM902・LFM902L・LFMS902・LFMS902L,LFM902_B.png,,0
,KP504C2,止水上部,990,1040,LK152CP,LK152CP_B.png,,0
,KPS347,トップシールパッキン,140,147,LK152CP,LK152CP_B.png,,0
,KPS594,固定ナットセット,610,641,LK152CP,LK152CP_B.png,,0
,KPS1633,袋ナット,640,672,LK152CP,LK152CP_B.png,,0
,KPS917A,逆止弁,780,819,LK152CP,LK152CP_B.png,,0
,MP965,片ナットチーズ,3500,3675,LK152CP,LK152CP_B.png,,0
,KP5DW,止水ハンドル,710,746,LK152CP,LK152CP_B.png,,0
,KP504C2,止水上部,990,1040,LK152CPG,LK152CPG_B.png,,0
,KPS917A,逆止弁,780,819,LK152CPG,LK152CPG_B.png,,0
,KPS1332,パッキン,100,105,LK152CPG,LK152CPG_B.png,,0
,KPS1633,袋ナット,640,672,LK152CPG,LK152CPG_B.png,,0
,PZ789N,自動止水機能付ノズル,3100,3255,LK152CPG,LK152CPG_B.png,,0
,KPS347,トップシールパッキン,140,147,LK152CPG,LK152CPG_B.png,,0
,KPS594,固定ナットセット,610,641,LK152CPG,LK152CPG_B.png,,0
,MP965,片ナットチーズ,3500,3675,LK152CPG,LK152CPG_B.png,,0
,KPS305,パッキン,100,105,LK152CPG,LK152CPG_B.png,,0
,KP1027,止水ハンドル,2300,2415,LK152CPG,LK152CPG_B.png,,0
,KP506-B,止水上部,2660,2793,LK165B・LK165C・LK165A,LK165B_B.png,,0
,KPS1706,フランジ,2300,2415,LK165B・LK165C・LK165A,LK165B_B.png,,0
,LK165C仕様,,,,LK165B・LK165C・LK165A,LK165B_B.png,,0
,KP506-C,ハンドル・止水上部セット,4750,4988,LK165B・LK165C・LK165A,LK165B_B.png,,0
,LK165A仕様,,,,LK165B・LK165C・LK165A,LK165B_B.png,,0
,KP1026A,止水ハンドル,1320,1386,LK165B・LK165C・LK165A,LK165B_B.png,,0
,KP506,止水上部,2660,2793,LK165B・LK165C・LK165A,LK165B_B.png,,0
,KP1022,操作レバー組,3600,3780,LK165B・LK165C・LK165A,LK165B_B.png,,0
,KPS799,カートリッジ押え,0,0,FA200・FA200-W,FA200_B.png,,0
,KPS027H-B,セラミックカートリッジ,4260,4473,FA200・FA200-W,FA200_B.png,廃番商品,0
,KPS743,パイプスリーブ,100,105,FA200・FA200-W,FA200_B.png,,0
,KPP316BG-11(代),吐水パイプ組,3380,3549,FA200・FA200-W,FA200_B.png,,0
,KP880D,吐水口金具組,1570,1649,FA200・FA200-W,FA200_B.png,,0
,MP166C(代),取付ソケット組,4150,4358,FA200・FA200-W,FA200_B.png,,0
,MP166N代),取付ソケット組(寒),5270,5534,FA200・FA200-W,FA200_B.png,,0
,KP930,逆止弁,580,609,FA200・FA200-W,FA200_B.png,,0
,KP930N,水抜きツマミ(寒),490,515,FA200・FA200-W,FA200_B.png,,0
,KPS301,パッキン,100,105,FA200・FA200-W,FA200_B.png,,0
,KP1039,操作レバー組,4460,4683,FA200・FA200-W,FA200_B.png,,0
,KPS755E,カートリッジ押え,2790,2930,FA207E・FA207E-W,FA207E_B.png,,0
,KPS027H-B,セラミックカートリッジ,4260,4473,FA207E・FA207E-W,FA207E_B.png,,0
,KPP316BG-11,吐水パイプ組,3380,3549,FA207E・FA207E-W,FA207E_B.png,,0
,KP880E,吐水口金具組,550,578,FA207E・FA207E-W,FA207E_B.png,,0
,KP868BG,吐水キャップ組,570,599,FA207E・FA207E-W,FA207E_B.png,,0
,KPS743,パイプスリーブ,100,105,FA207E・FA207E-W,FA207E_B.png,,0
,MP166C(代),取付ソケット組,4150,4358,FA207E・FA207E-W,FA207E_B.png,,0
,MP166N代),取付ソケット組(寒),5270,5534,FA207E・FA207E-W,FA207E_B.png,,0
,KPS301,パッキン,100,105,FA207E・FA207E-W,FA207E_B.png,,0
,KP930,逆止弁,580,609,FA207E・FA207E-W,FA207E_B.png,,0
,KP930N,逆止付水抜きツマミ(寒),490,515,FA207E・FA207E-W,FA207E_B.png,,0
,KPS1354,Oリング,130,137,FA207E・FA207E-W,FA207E_B.png,,0
,KP80DW,操作レバー組,2490,2615,FA207E・FA207E-W,FA207E_B.png,,0
,KP848-9,化粧カパー,1330,1397,FB243U14・FB243U14-W,FB243U14_B.png,,0
,KPS761,カートリッジ押え,710,746,FB243U14・FB243U14-W,FB243U14_B.png,,0
,KPS027H-C,セラミックカートリッジ,4260,4473,FB243U14・FB243U14-W,FB243U14_B.png,,0
,KPS1330,パッキン,230,242,FB243U14・FB243U14-W,FB243U14_B.png,,0
,KPS763,馬蹄座金,2380,2499,FB243U14・FB243U14-W,FB243U14_B.png,,0
,KPS737,スプリングワッシャー,290,305,FB243U14・FB243U14-W,FB243U14_B.png,,0
,KPS642,固定ナット,460,483,FB243U14・FB243U14-W,FB243U14_B.png,,0
,KPS1908,接続カプラー,2380,2499,FB243U14・FB243U14-W,FB243U14_B.png,,0
,KPS1908NB,接続カプラー(寒),4050,4253,FB243U14・FB243U14-W,FB243U14_B.png,,0
,HC723DW,シャワーヘッド組,4810,5051,FB243U14・FB243U14-W,FB243U14_B.png,,0
,HC187DW-U14,シャワーホース組,8730,9167,FB243U14・FB243U14-W,FB243U14_B.png,,0
,HC773DW,シャワー部,14700,15435,FB243U14・FB243U14-W,FB243U14_B.png,,0
,KPS1915J3(代),アダプター,2110,2216,FB243U14・FB243U14-W,FB243U14_B.png,,0
,KPS314,トップシールパッキン,140,147,FB243U14・FB243U14-W,FB243U14_B.png,,0
,KPS608A,固定ナットセット,610,641,FB243U14・FB243U14-W,FB243U14_B.png,,0
,KP80DW,操作レバー組,2490,2615,FB243U14・FB243U14-W,FB243U14_B.png,,0
,KPS750,カートリッジ押え,1680,1764,FA247HU14・FA247HU14-W,FA247HU14_B.png,,0
,KPS027H-C,セラミックカートリッジ,4260,4473,FA247HU14・FA247HU14-W,FA247HU14_B.png,,0
,KPS1330,パッキン,230,242,FA247HU14・FA247HU14-W,FA247HU14_B.png,,0
,KPS763,馬蹄座金,2380,2499,FA247HU14・FA247HU14-W,FA247HU14_B.png,,0
,KPS642,固定ナット,460,483,FA247HU14・FA247HU14-W,FA247HU14_B.png,,0
,KPS305,ノンアスパッキン,100,105,FA247HU14・FA247HU14-W,FA247HU14_B.png,,0
,KPS1907(代),接続カプラー,2490,2615,FA247HU14・FA247HU14-W,FA247HU14_B.png,,0
,MP547C,接続カプラー(寒),4750,4988,FA247HU14・FA247HU14-W,FA247HU14_B.png,,0
,KPS608A,固定ナットセット,610,641,FA247HU14・FA247HU14-W,FA247HU14_B.png,,0
,KPS314,パッキン,140,147,FA247HU14・FA247HU14-W,FA247HU14_B.png,,0
,HC723DW,シャワーヘッド,4810,5051,FA247HU14・FA247HU14-W,FA247HU14_B.png,,0
,HC187DW-U14,シャワーホース,8730,9167,FA247HU14・FA247HU14-W,FA247HU14_B.png,,0
,HC773DW,シャワーホルダーセット,14700,15435,FA247HU14・FA247HU14-W,FA247HU14_B.png,,0
,KPS737,スプリングワッシャー,290,305,FA247HU14・FA247HU14-W,FA247HU14_B.png,,0
,KPS363,散水板組,1470,1544,FA247HU14・FA247HU14-W,FA247HU14_B.png,,0
,KPS582,異径アダプター(寒),570,599,FA247HU14・FA247HU14-W,FA247HU14_B.png,,0
,KP61DW,操作レバー組,2340,2457,FA247HU14・FA247HU14-W,FA247HU14_B.png,,0
,KPS707,カートリッジ押え,0,0,FA290HJlE・FA290NHJlE-W,FA290HJ1E_B.png,,0
,KPS077AH,セラミックカートリッジ,5820,6111,FA290HJlE・FA290NHJlE-W,FA290HJ1E_B.png,廃番商品,0
,KPS343,トップシールパッキン,0,0,FA290HJlE・FA290NHJlE-W,FA290HJ1E_B.png,,0
,KPS594,固定ナットセット,610,641,FA290HJlE・FA290NHJlE-W,FA290HJ1E_B.png,廃番商品,0
,KPS526R,逆止弁ソケット,2490,2615,FA290HJlE・FA290NHJlE-W,FA290HJ1E_B.png,,0
,KPS593,袋ナットセット,0,0,FA290HJlE・FA290NHJlE-W,FA290HJ1E_B.png,,0
,HC700DW(代),シヤワーヘッド組,5110,5366,FA290HJlE・FA290NHJlE-W,FA290HJ1E_B.png,廃番商品,0
,HC132DW-J4,シャワーホース組,2200,2310,FA290HJlE・FA290NHJlE-W,FA290HJ1E_B.png,,0
,HC770DW,シャワーホルダー組,0,0,FA290HJlE・FA290NHJlE-W,FA290HJ1E_B.png,,0
,KPS1560(代),シャワーエルボ,590,620,FA290HJlE・FA290NHJlE-W,FA290HJ1E_B.png,廃番商品,0
,MP529BN,シヤワーエルボ(寒),0,0,FA290HJlE・FA290NHJlE-W,FA290HJ1E_B.png,,0
,KP928,ビス,40,42,FA290HJlE・FA290NHJlE-W,FA290HJ1E_B.png,廃番商品,0
,KPS652,水抜きツマミ(寒),760,798,FA290HJlE・FA290NHJlE-W,FA290HJ1E_B.png,,0
,KPS1333,パッキン,100,105,FA290HJlE・FA290NHJlE-W,FA290HJ1E_B.png,,0
,KPS384DW,散水板組,0,0,FA290HJlE・FA290NHJlE-W,FA290HJ1E_B.png,,0
,KP80DW,操作レバー組,2490,2615,FA290HJlE・FA290NHJlE-W,FA290HJ1E_B.png,廃番商品,0
,KPS755,カートリッジ押え,2790,2930,ヒートン無FA2981J6A・FA2981J6A-W,FA298J6A_B.png,,0
,KPS027H-C,セラミックカートリッジ,4260,4473,ヒートン無FA2981J6A・FA2981J6A-W,FA298J6A_B.png,,0
,KPS343,トップシールパッキン,0,0,ヒートン無FA2981J6A・FA2981J6A-W,FA298J6A_B.png,,0
,KPS594,固定ナットセット,610,641,ヒートン無FA2981J6A・FA2981J6A-W,FA298J6A_B.png,廃番商品,0
,KPS593,袋ナットセット,0,0,ヒートン無FA2981J6A・FA2981J6A-W,FA298J6A_B.png,,0
,HC723DW,シャワーヘッド組,4810,5051,ヒートン無FA2981J6A・FA2981J6A-W,FA298J6A_B.png,廃番商品,0
,HC132DW-J4,シャワーホース,2200,2310,ヒートン無FA2981J6A・FA2981J6A-W,FA298J6A_B.png,,0
,HC1750ADW,シャワーホルダー組,0,0,ヒートン無FA2981J6A・FA2981J6A-W,FA298J6A_B.png,,0
,HC563DW,シャワー部,0,0,ヒートン無FA2981J6A・FA2981J6A-W,FA298J6A_B.png,廃番商品,0
,KPS550RDW,シャワーエルボ,0,0,ヒートン無FA2981J6A・FA2981J6A-W,FA298J6A_B.png,廃番商品,0
,MP539,シャワーエルボ(寒),0,0,ヒートン無FA2981J6A・FA2981J6A-W,FA298J6A_B.png,廃番商品,0
,KPS573,水抜きツマミ(寒),590,620,ヒートン無FA2981J6A・FA2981J6A-W,FA298J6A_B.png,廃番商品,0
,KPS363,散水板組,1470,1544,ヒートン無FA2981J6A・FA2981J6A-W,FA298J6A_B.png,,0
,KPS1333,パッキン,100,105,ヒートン無FA2981J6A・FA2981J6A-W,FA298J6A_B.png,,0
,KP60U(代),操作レバー組,3080,3234,ヒートン無FA2981J6A・FA2981J6A-W,FA298J6A_B.png,,0
,KPS707,カートリッジ押え,0,0,FA707H・FA707H-W,FA707H_B.png,,0
,KPS077AH,セラミックカートリッジ,5820,6111,FA707H・FA707H-W,FA707H_B.png,廃番商品,0
,KPP316BG-11,吐水パイプ組,3380,3549,FA707H・FA707H-W,FA707H_B.png,,0
,KP880A,吐水口金具組,360,378,FA707H・FA707H-W,FA707H_B.png,,0
,KP868BG,吐水キャップ組,570,599,FA707H・FA707H-W,FA707H_B.png,,0
,KPS743,パイプスリーブ,100,105,FA707H・FA707H-W,FA707H_B.png,,0
,MP166C,取付ソケット組,4150,4358,FA707H・FA707H-W,FA707H_B.png,,0
,MP166N,取付ソケット組(寒),5270,5534,FA707H・FA707H-W,FA707H_B.png,,0
,KPS1332,パッキン,100,105,FA707H・FA707H-W,FA707H_B.png,,0
,KP930N,水抜きツマミ(寒),490,515,FA707H・FA707H-W,FA707H_B.png,,0
,KP60U(代),操作レバー組,3080,3234,FA707H・FA707H-W,FA707H_B.png,,0
,KPS715,カートリッジ押え,0,0,FA737HGT・FA737NHGT-W,FA737HGT_B.png,,0
,KPS077AH,セラミックカートリッジ,5820,6111,FA737HGT・FA737NHGT-W,FA737HGT_B.png,廃番商品,0
,KPP457,吐水パイプ組,0,0,FA737HGT・FA737NHGT-W,FA737HGT_B.png,,0
,KPP457N,吐水パイプ組(寒),0,0,FA737HGT・FA737NHGT-W,FA737HGT_B.png,廃番商品,0
,KPS314,トップシールパッキン,140,147,FA737HGT・FA737NHGT-W,FA737HGT_B.png,廃番商品,0
,KPS618,固定ナットセット,0,0,FA737HGT・FA737NHGT-W,FA737HGT_B.png,,0
,KPS617,スピードナット,0,0,FA737HGT・FA737NHGT-W,FA737HGT_B.png,廃番商品,0
,KPS331,OVパッキン,690,725,FA737HGT・FA737NHGT-W,FA737HGT_B.png,廃番商品,0
,KPS575,給水取出口蓋,0,0,FA737HGT・FA737NHGT-W,FA737HGT_B.png,,0
,K889QB-13,ワンタッチ逆止弁,0,0,FA737HGT・FA737NHGT-W,FA737HGT_B.png,廃番商品,0
,KPS912Q8,ワンタッチアダプター(寒),1900,1995,FA737HGT・FA737NHGT-W,FA737HGT_B.png,廃番商品,0
,HC714BG,シャワーヘッド組,0,0,FA737HGT・FA737NHGT-W,FA737HGT_B.png,,0
,KPS654,水抜きツマミ(寒),790,830,FA737HGT・FA737NHGT-W,FA737HGT_B.png,廃番商品,0
,KP65,操作レバー組,2910,3056,FA737HGT・FA737NHGT-W,FA737HGT_B.png,,0
,KPS774,カートリッジ押え,2110,2216,FB214I・FB214I-W,FB214I_B.png,,0
,KPS027H-C,セラミックカートリッジ,4260,4473,FB214I・FB214I-W,FB214I_B.png,,0
,KPS314,トップシールパッキン,140,147,FB214I・FB214I-W,FB214I_B.png,,0
,KPS725A,馬蹄座金組(パッキン付),0,0,FB214I・FB214I-W,FB214I_B.png,,0
,KPS778,スペーサー,0,0,FB214I・FB214I-W,FB214I_B.png,廃番商品,0
,KPS738,スプリングワッシャー,790,830,FB214I・FB214I-W,FB214I_B.png,廃番商品,0
,KPS1525A,シャワー接続プラグ,0,0,FB214I・FB214I-W,FB214I_B.png,,0
,KPS1908,接続カプラー,2380,2499,FB214I・FB214I-W,FB214I_B.png,廃番商品,0
,KPS1908NB,接続カプラー〈寒),4050,4253,FB214I・FB214I-W,FB214I_B.png,,0
,KPS1915J3(代),アダプター,2110,2216,FB214I・FB214I-W,FB214I_B.png,,0
,HC286,シャワー部,16400,17220,FB214I・FB214I-W,FB214I_B.png,,0
,KP1039,操作レバー組,4460,4683,FB214I・FB214I-W,FB214I_B.png,,0
,KPS756,カートリッジ押え,2910,3056,FB235E・FB235E-W,FB235E_B.png,,0
,KPS027H-B,セラミックカートリッジ,4260,4473,FB235E・FB235E-W,FB235E_B.png,,0
