番号,品番,品名,希望小売価格,税込,品番,分解図,備考,削除
,Z659WJAH,吐水口,16000,16800,KM556(Z)(R20)・KM556(Z)Y・KM556(Z)G(R20)・KM556(Z)GY・KM556(Z)GE・KM556(Z)GF,KM556(Z)(R20)_B.png,,0
,Z97,水抜きスピンドル,570,599,KM556(Z)(R20)・KM556(Z)Y・KM556(Z)G(R20)・KM556(Z)GY・KM556(Z)GE・KM556(Z)GF,KM556(Z)(R20)_B.png,,0
,Z664W,ジョイントセット,2270,2384,KM556(Z)(R20)・KM556(Z)Y・KM556(Z)G(R20)・KM556(Z)GY・KM556(Z)GE・KM556(Z)GF,KM556(Z)(R20)_B.png,,0
,PZK1S550,レバーハンドルセット　白,1260,1323,KM556(Z)(R20)・KM556(Z)Y・KM556(Z)G(R20)・KM556(Z)GY・KM556(Z)GE・KM556(Z)GF,KM556(Z)(R20)_B.png,,0
,ZK3S550,キャップ　白,290,305,KM556(Z)J ･ KM556(Z)JG･ KM556(Z)JGY,KM556(Z)J _B.png,,0
,Z44482,丸小ねじ,110,116,KM556(Z)J ･ KM556(Z)JG･ KM556(Z)JGY,KM556(Z)J _B.png,,0
,Z79J,カートリッジ締付ナット,3720,3906,KM556(Z)J ･ KM556(Z)JG･ KM556(Z)JGY,KM556(Z)J _B.png,,0
,PZ110S,カートリッジ,4260,4473,KM556(Z)J ･ KM556(Z)JG･ KM556(Z)JGY,KM556(Z)J _B.png,,0
,Z586JF,吐水口,9610,10091,KM556(Z)J ･ KM556(Z)JG･ KM556(Z)JGY,KM556(Z)J _B.png,,0
,Z586JFCP,吐水口先端部一式,1080,1134,KM556(Z)J ･ KM556(Z)JG･ KM556(Z)JGY,KM556(Z)J _B.png,,0
,PZ213JNPK,Xパッキンセット,570,599,KM556(Z)J ･ KM556(Z)JG･ KM556(Z)JGY,KM556(Z)J _B.png,,0
,Z420069,上面施工具セット,4670,4904,KM556(Z)J ･ KM556(Z)JG･ KM556(Z)JGY,KM556(Z)J _B.png,,0
,KP955B,ビス・キャップセット,210,221,KM556(Z)J ･ KM556(Z)JG･ KM556(Z)JGY,KM556(Z)J _B.png,,0
,Z44525,Oリング,90,95,KM556(Z)J ･ KM556(Z)JG･ KM556(Z)JGY,KM556(Z)J _B.png,,0
,Z664,逆止弁ジョイントセット,2920,3066,KM556(Z)J ･ KM556(Z)JG･ KM556(Z)JGY,KM556(Z)J _B.png,,0
,寒冷地用(KM556ZJ・KM556ZJG・KM556ZJGY),,,,KM556(Z)J ･ KM556(Z)JG･ KM556(Z)JGY,KM556(Z)J _B.png,,0
,Z586WJF,吐水口,10500,11025,KM556(Z)J ･ KM556(Z)JG･ KM556(Z)JGY,KM556(Z)J _B.png,,0
,Z97,水抜きスピンドル,570,599,KM556(Z)J ･ KM556(Z)JG･ KM556(Z)JGY,KM556(Z)J _B.png,,0
,Z664W,ジョイントセット,2270,2384,KM556(Z)J ･ KM556(Z)JG･ KM556(Z)JGY,KM556(Z)J _B.png,,0
,KM556JG・KM556JGY仕様,,,,KM556(Z)J ･ KM556(Z)JG･ KM556(Z)JGY,KM556(Z)J _B.png,,0
,ZK1S556G,レバーハンドルセット　メッキ,3670,3854,KM556(Z)J ･ KM556(Z)JG･ KM556(Z)JGY,KM556(Z)J _B.png,,0
,ZK3S556G,キャップ　メタリックグレー,310,326,KM556(Z)J ･ KM556(Z)JG･ KM556(Z)JGY,KM556(Z)J _B.png,,0
,KM556JGY仕様,,,,KM556(Z)J ･ KM556(Z)JG･ KM556(Z)JGY,KM556(Z)J _B.png,,0
,Z413687,エコノッチユニット,1400,1470,KM556(Z)J ･ KM556(Z)JG･ KM556(Z)JGY,KM556(Z)J _B.png,,0
,Z659JAH,吐水口,14700,15435,KM556(Z)J ･ KM556(Z)JG･ KM556(Z)JGY,KM556(Z)J _B.png,,0
,Z560AH,吐水口シャワーヘッド,8130,8537,KM556(Z)J ･ KM556(Z)JG･ KM556(Z)JGY,KM556(Z)J _B.png,,0
,Z684376,ストレーナ,130,137,KM556(Z)J ･ KM556(Z)JG･ KM556(Z)JGY,KM556(Z)J _B.png,,0
,Z47249S,トラス小ねじ,100,105,KM556(Z)J ･ KM556(Z)JG･ KM556(Z)JGY,KM556(Z)J _B.png,,0
,KM556ZJGY仕様,,,,KM556(Z)J ･ KM556(Z)JG･ KM556(Z)JGY,KM556(Z)J _B.png,,0
,Z659WJAH,吐水口,16000,16800,KM556(Z)J ･ KM556(Z)JG･ KM556(Z)JGY,KM556(Z)J _B.png,,0
,PZK1S550,レバーハンドルセット　白,1260,1323,KM556(Z)J ･ KM556(Z)JG･ KM556(Z)JGY,KM556(Z)J _B.png,,0
,ZK3S550,キャップ　白,290,305,KM556(Z)U･KM556(Z)UG・KM556(Z)UGS･ KM556(Z)UGF,KM556(Z)U_B.png,,0
,Z44482,丸小ねじ,110,116,KM556(Z)U･KM556(Z)UG・KM556(Z)UGS･ KM556(Z)UGF,KM556(Z)U_B.png,,0
,Z79J,カートリッジ締付ナット,3720,3906,KM556(Z)U･KM556(Z)UG・KM556(Z)UGS･ KM556(Z)UGF,KM556(Z)U_B.png,,0
,PZ110S,カートリッジ,4260,4473,KM556(Z)U･KM556(Z)UG・KM556(Z)UGS･ KM556(Z)UGF,KM556(Z)U_B.png,,0
,Z586JF,吐水口,9610,10091,KM556(Z)U･KM556(Z)UG・KM556(Z)UGS･ KM556(Z)UGF,KM556(Z)U_B.png,,0
,Z586JFCP,吐水口先端部一式,1080,1134,KM556(Z)U･KM556(Z)UG・KM556(Z)UGS･ KM556(Z)UGF,KM556(Z)U_B.png,,0
,PZ213JNPK,Xパッキンセット,570,599,KM556(Z)U･KM556(Z)UG・KM556(Z)UGS･ KM556(Z)UGF,KM556(Z)U_B.png,,0
,Z414484,シートパッキン,150,158,KM556(Z)U･KM556(Z)UG・KM556(Z)UGS･ KM556(Z)UGF,KM556(Z)U_B.png,,0
,Z660,スピードナット,1540,1617,KM556(Z)U･KM556(Z)UG・KM556(Z)UGS･ KM556(Z)UGF,KM556(Z)U_B.png,,0
,Z44525,Oリング,90,95,KM556(Z)U･KM556(Z)UG・KM556(Z)UGS･ KM556(Z)UGF,KM556(Z)U_B.png,,0
,Z664,逆止弁ジョイントセット,2920,3066,KM556(Z)U･KM556(Z)UG・KM556(Z)UGS･ KM556(Z)UGF,KM556(Z)U_B.png,,0
,寒冷地用(KM556ZU・KM556ZUG・KM556ZUGF・KM556ZUGS),,,,KM556(Z)U･KM556(Z)UG・KM556(Z)UGS･ KM556(Z)UGF,KM556(Z)U_B.png,,0
,Z586WJF,吐水口,10500,11025,KM556(Z)U･KM556(Z)UG・KM556(Z)UGS･ KM556(Z)UGF,KM556(Z)U_B.png,,0
,Z97,水抜きスピンドル,570,599,KM556(Z)U･KM556(Z)UG・KM556(Z)UGS･ KM556(Z)UGF,KM556(Z)U_B.png,,0
,Z664W,ジョイントセット,2270,2384,KM556(Z)U･KM556(Z)UG・KM556(Z)UGS･ KM556(Z)UGF,KM556(Z)U_B.png,,0
,KM556UG・KM556UGF・KM556UGS仕様,,,,KM556(Z)U･KM556(Z)UG・KM556(Z)UGS･ KM556(Z)UGF,KM556(Z)U_B.png,,0
,ZK1S556G,レバーハンドルセット　メッキ,3670,3854,KM556(Z)U･KM556(Z)UG・KM556(Z)UGS･ KM556(Z)UGF,KM556(Z)U_B.png,,0
,ZK3S556G,キャップ　メタリックグレー,310,326,KM556(Z)U･KM556(Z)UG・KM556(Z)UGS･ KM556(Z)UGF,KM556(Z)U_B.png,,0
,KM556UGF仕様,,,,KM556(Z)U･KM556(Z)UG・KM556(Z)UGS･ KM556(Z)UGF,KM556(Z)U_B.png,,0
,Z687J2,吐水口,12300,12915,KM556(Z)U･KM556(Z)UG・KM556(Z)UGS･ KM556(Z)UGF,KM556(Z)U_B.png,,0
,Z685GN,吐水口シャワーヘッド,5190,5450,KM556(Z)U･KM556(Z)UG・KM556(Z)UGS･ KM556(Z)UGF,KM556(Z)U_B.png,,0
,Z684376,ストレーナ,130,137,KM556(Z)U･KM556(Z)UG・KM556(Z)UGS･ KM556(Z)UGF,KM556(Z)U_B.png,,0
,Z47249S,トラス小ねじ,100,105,KM556(Z)U･KM556(Z)UG・KM556(Z)UGS･ KM556(Z)UGF,KM556(Z)U_B.png,,0
,Z687WJ2,吐水口(寒冷地）,13300,13965,KM556(Z)U･KM556(Z)UG・KM556(Z)UGS･ KM556(Z)UGF,KM556(Z)U_B.png,,0
,KM556UGS仕様,,,,KM556(Z)U･KM556(Z)UG・KM556(Z)UGS･ KM556(Z)UGF,KM556(Z)U_B.png,,0
,PZK24FR,首振り泡沫器,1840,1932,KM556(Z)U･KM556(Z)UG・KM556(Z)UGS･ KM556(Z)UGF,KM556(Z)U_B.png,,0
,ZK1S556G,レバーハンドルセット　メッキ,3670,3854,KM556(Z)U･KM556(Z)UG・KM556(Z)UGS･ KM556(Z)UGF,KM556(Z)U_B.png,,0
,ZK3S556G,キャップ　メタリックグレー,310,326,KM556(Z)UGTU・KM556(Z)UGTN,KM556(Z)UGTU_B.png,,0
,Z44482,丸小ねじ,110,116,KM556(Z)UGTU・KM556(Z)UGTN,KM556(Z)UGTU_B.png,,0
,Z79J,カートリッジ締付ナット,3720,3906,KM556(Z)UGTU・KM556(Z)UGTN,KM556(Z)UGTU_B.png,,0
,PZ110S,カートリッジ,4260,4473,KM556(Z)UGTU・KM556(Z)UGTN,KM556(Z)UGTU_B.png,,0
,Z586JF,吐水口,9610,10091,KM556(Z)UGTU・KM556(Z)UGTN,KM556(Z)UGTU_B.png,,0
,Z586JFCP,吐水口先端部一式,1080,1134,KM556(Z)UGTU・KM556(Z)UGTN,KM556(Z)UGTU_B.png,,0
,PZ213JNPK,Xパッキンセット,570,599,KM556(Z)UGTU・KM556(Z)UGTN,KM556(Z)UGTU_B.png,,0
,Z414484,シートパッキン,150,158,KM556(Z)UGTU・KM556(Z)UGTN,KM556(Z)UGTU_B.png,,0
,Z414717,本体固定セット,1080,1134,KM556(Z)UGTU・KM556(Z)UGTN,KM556(Z)UGTU_B.png,,0
,Z44525,Oリング,90,95,KM556(Z)UGTU・KM556(Z)UGTN,KM556(Z)UGTU_B.png,,0
,Z664C,ジョイントセット(水側),2580,2709,KM556(Z)UGTU・KM556(Z)UGTN,KM556(Z)UGTU_B.png,,0
,Z664,逆止弁ジョイントセット(湯側),2920,3066,KM556(Z)UGTU・KM556(Z)UGTN,KM556(Z)UGTU_B.png,,0
,Z414765,ふた,440,462,KM556(Z)UGTU・KM556(Z)UGTN,KM556(Z)UGTU_B.png,,0
,Z108,ジョイントユニット,880,924,KM556(Z)UGTU・KM556(Z)UGTN,KM556(Z)UGTU_B.png,,0
,PZK19N,ふた,390,410,KM556(Z)UGTU・KM556(Z)UGTN,KM556(Z)UGTU_B.png,,0
,KM556UGTU仕様,,,,KM556(Z)UGTU・KM556(Z)UGTN,KM556(Z)UGTU_B.png,,0
,K190GTU,分岐水栓ユニット,,,KM556(Z)UGTU・KM556(Z)UGTN,KM556(Z)UGTU_B.png,,0
,ZK1S190G,ハンドルセット,1800,1890,KM556(Z)UGTU・KM556(Z)UGTN,KM556(Z)UGTU_B.png,廃番商品,0
,ZK3S311G,キャップ　メッキ,220,231,KM556(Z)UGTU・KM556(Z)UGTN,KM556(Z)UGTU_B.png,,0
,Z414654,セラミックバルブ,1680,1764,KM556(Z)UGTU・KM556(Z)UGTN,KM556(Z)UGTU_B.png,,0
,PZ789,自動止水機能付ノズル,3210,3371,KM556(Z)UGTU・KM556(Z)UGTN,KM556(Z)UGTU_B.png,,0
,寒冷地用(KM556ZUGTU・KM556ZUGTN),,,,KM556(Z)UGTU・KM556(Z)UGTN,KM556(Z)UGTU_B.png,,0
,Z586WJF,吐水口,10500,11025,KM556(Z)UGTU・KM556(Z)UGTN,KM556(Z)UGTU_B.png,,0
,Z97,水抜きスピンドル,570,599,KM556(Z)UGTU・KM556(Z)UGTN,KM556(Z)UGTU_B.png,,0
,Z664W,ジョイントセット,2270,2384,KM556(Z)UGTU・KM556(Z)UGTN,KM556(Z)UGTU_B.png,,0
,PZK1S550,レバーハンドルセット　白,1260,1323,KM556(Z)UGTU・KM556(Z)UGTN,KM556(Z)UGTU_B.png,,0
,ZK3S550,キャップ　白,290,305,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,Z44482,丸小ねじ,110,116,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,ZK1S556G,レバーハンドルセット　メッキ,3670,3854,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,ZK3S556G,キャップ　メタリックグレー,310,326,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,Z413687,エコノッチユニット,1400,1470,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,Z79J,カートリッジ締付ナット,3720,3906,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,PZ110S,カートリッジ,4260,4473,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,Z586JF,吐水口,9610,10091,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,Z586JFCP,吐水口先端部一式,1080,1134,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,Z659JAH,吐水口,14700,15435,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,Z560AH,吐水口シャワーヘッド,8130,8537,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,Z684376,ストレーナー,130,137,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,Z47249S,トラス小ねじ,100,105,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,Z687J2,吐水口,12300,12915,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,Z685GN,吐水口シャワーヘッド,5190,5450,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,PZ213JNPK,Xパッキンセット,570,599,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,Z414481S,スパーサーセット,980,1029,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,Z47005,シートパッキン,490,515,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,Z651,逆止弁,370,389,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,PZK105,立水栓菊座ナットセット,390,410,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,PZK126,アングル接続パッキン,270,284,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,ZKF17,接続ナット,400,420,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,寒冷地用(KM557Z(G)(GF)(Y)(GY)(GTU)(GTN)・KM558Z（G）),,,,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,Z586WJF,吐水口,10500,11025,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,Z659WJAH,吐水口,16000,16800,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,Z687WJ2,吐水口,13300,13965,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,Z97,水抜きスピンドル,570,599,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,⑳Z651はついておりません。,,,,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,KM557GTU仕様,,,,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,Z414765,ふた,440,462,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,Z108,ジョイントユニット,880,924,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,PZK19N,ふた,390,410,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,K190GTU,分岐水栓ユニット,,,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,ZK1S190G,ハンドルセット,1800,1890,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,廃番商品,0
,ZK3S311G,キャップ メッキ,220,231,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,Z414654,セラミックバルブ,1680,1764,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,PZ789,自動止水機能付ノズル,3210,3371,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,PZK1S550,レバーハンドルセット　白,1260,1323,KM557(Z)・KM557(Z)Y・KM557(Z)G・KM557(Z)GF・KM557(Z)GY・KM557(Z)GTU・KM557(Z)GTN・KM558(Z)・KM558(Z)G,KM557(Z)_B.png,,0
,ZK3S550,キャップ　白,290,305,KM558(Z)・KM558(Z)R20・KM558(Z)G・KM558(Z)GR20・KM581(Z)G,KM558(Z)_B.png,,0
,Z44482,丸小ねじ,110,116,KM558(Z)・KM558(Z)R20・KM558(Z)G・KM558(Z)GR20・KM581(Z)G,KM558(Z)_B.png,,0
,Z79J,カートリッジ締付ナット,3720,3906,KM558(Z)・KM558(Z)R20・KM558(Z)G・KM558(Z)GR20・KM581(Z)G,KM558(Z)_B.png,,0
,PZ110S,カートリッジ,4260,4473,KM558(Z)・KM558(Z)R20・KM558(Z)G・KM558(Z)GR20・KM581(Z)G,KM558(Z)_B.png,,0
,Z586JF,吐水口,9610,10091,KM558(Z)・KM558(Z)R20・KM558(Z)G・KM558(Z)GR20・KM581(Z)G,KM558(Z)_B.png,,0
,Z586JF-20,吐水口,9570,10049,KM558(Z)・KM558(Z)R20・KM558(Z)G・KM558(Z)GR20・KM581(Z)G,KM558(Z)_B.png,,0
,Z586JFCP,吐水口先端部一式,1080,1134,KM558(Z)・KM558(Z)R20・KM558(Z)G・KM558(Z)GR20・KM581(Z)G,KM558(Z)_B.png,,0
,PZ213JNPK,Xパッキンセット,570,599,KM558(Z)・KM558(Z)R20・KM558(Z)G・KM558(Z)GR20・KM581(Z)G,KM558(Z)_B.png,,0
,Z416096,シートパッキン,360,378,KM558(Z)・KM558(Z)R20・KM558(Z)G・KM558(Z)GR20・KM581(Z)G,KM558(Z)_B.png,,0
,Z651,逆止弁,370,389,KM558(Z)・KM558(Z)R20・KM558(Z)G・KM558(Z)GR20・KM581(Z)G,KM558(Z)_B.png,,0
,PZK105,立水栓菊座ナットセット,390,410,KM558(Z)・KM558(Z)R20・KM558(Z)G・KM558(Z)GR20・KM581(Z)G,KM558(Z)_B.png,,0
,KM558G・KM558GR20仕様,,,,KM558(Z)・KM558(Z)R20・KM558(Z)G・KM558(Z)GR20・KM581(Z)G,KM558(Z)_B.png,,0
,ZK1S556G,レバーハンドルセット　メッキ,3670,3854,KM558(Z)・KM558(Z)R20・KM558(Z)G・KM558(Z)GR20・KM581(Z)G,KM558(Z)_B.png,,0
,ZK3S556G,キャップ　メタリックグレー,310,326,KM558(Z)・KM558(Z)R20・KM558(Z)G・KM558(Z)GR20・KM581(Z)G,KM558(Z)_B.png,,0
,KM581G仕様,,,,KM558(Z)・KM558(Z)R20・KM558(Z)G・KM558(Z)GR20・KM581(Z)G,KM558(Z)_B.png,,0
,ZK1S580G,レバーハンドルセット　メッキ,2820,2961,KM558(Z)・KM558(Z)R20・KM558(Z)G・KM558(Z)GR20・KM581(Z)G,KM558(Z)_B.png,,0
,ZK3S568G,キャップ,430,452,KM558(Z)・KM558(Z)R20・KM558(Z)G・KM558(Z)GR20・KM581(Z)G,KM558(Z)_B.png,,0
,Z586JF-14,吐水口,9570,10049,KM558(Z)・KM558(Z)R20・KM558(Z)G・KM558(Z)GR20・KM581(Z)G,KM558(Z)_B.png,,0
,寒冷地用（KM558Z(R20) ・KM558ZG(R20)・KM581ZG）,,,,KM558(Z)・KM558(Z)R20・KM558(Z)G・KM558(Z)GR20・KM581(Z)G,KM558(Z)_B.png,,0
,Z586WJF,吐水口,10500,11025,KM558(Z)・KM558(Z)R20・KM558(Z)G・KM558(Z)GR20・KM581(Z)G,KM558(Z)_B.png,,0
,Z586WJF-20,吐水口,10500,11025,KM558(Z)・KM558(Z)R20・KM558(Z)G・KM558(Z)GR20・KM581(Z)G,KM558(Z)_B.png,,0
,Z586WJF-14,吐水口,10500,11025,KM558(Z)・KM558(Z)R20・KM558(Z)G・KM558(Z)GR20・KM581(Z)G,KM558(Z)_B.png,,0
,Z97,水抜きスピンドル,570,599,KM558(Z)・KM558(Z)R20・KM558(Z)G・KM558(Z)GR20・KM581(Z)G,KM558(Z)_B.png,,0
,⑪Z651はついておりません。,,,,KM558(Z)・KM558(Z)R20・KM558(Z)G・KM558(Z)GR20・KM581(Z)G,KM558(Z)_B.png,,0
,ZK1S580G,レバーハンドルセット メッキ,2820,2961,KM558(Z)・KM558(Z)R20・KM558(Z)G・KM558(Z)GR20・KM581(Z)G,KM558(Z)_B.png,,0
,ZK3S568G,キャップ　メタリックグレー,430,452,KM561(Z)GV,KM561(Z)GV_B.png,,0
,Z44482,丸小ねじ,110,116,KM561(Z)GV,KM561(Z)GV_B.png,,0
,Z79J,カートリッジ締付ナット,3720,3906,KM561(Z)GV,KM561(Z)GV_B.png,,0
,PZ110S,カートリッジ,4260,4473,KM561(Z)GV,KM561(Z)GV_B.png,,0
,Z586JFV-14,吐水口,9570,10049,KM561(Z)GV,KM561(Z)GV_B.png,,0
,Z586JFCP,吐水口先端部一式,1080,1134,KM561(Z)GV,KM561(Z)GV_B.png,,0
,PZ213JNPK,Xパッキンセット,570,599,KM561(Z)GV,KM561(Z)GV_B.png,,0
,Z415602,回転規制ストッパー80°規制,220,231,KM561(Z)GV,KM561(Z)GV_B.png,,0
,Z411185,シートパッキン,150,158,KM561(Z)GV,KM561(Z)GV_B.png,,0
,Z414717,本体固定セット,1080,1134,KM561(Z)GV,KM561(Z)GV_B.png,,0
,Z44525,Oリング,90,95,KM561(Z)GV,KM561(Z)GV_B.png,,0
,Z664,逆止弁ジョイントセット,2920,3066,KM561(Z)GV,KM561(Z)GV_B.png,,0
,寒冷地用(KM561ZGV),,,,KM561(Z)GV,KM561(Z)GV_B.png,,0
,Z586WJFV-14,吐水口,10500,11025,KM561(Z)GV,KM561(Z)GV_B.png,,0
,Z97,水抜きスピンドル,570,599,KM561(Z)GV,KM561(Z)GV_B.png,,0
,Z664W,ジョイントセット,2270,2384,KM561(Z)GV,KM561(Z)GV_B.png,,0
,ZK1S580G,レバーハンドルセット　メッキ,2820,2961,KM561(Z)GV,KM561(Z)GV_B.png,,0
,ZK3S568G,キャップ,430,452,KM581(Z)G,KM581(Z)G_B.png,,0
,Z44482,丸小ねじ,110,116,KM581(Z)G,KM581(Z)G_B.png,,0
,Z79J,カートリッジ締付ナット,3720,3906,KM581(Z)G,KM581(Z)G_B.png,,0
,PZ110S,カートリッジ,4260,4473,KM581(Z)G,KM581(Z)G_B.png,,0
,Z586JF-14,吐水口,9570,10049,KM581(Z)G,KM581(Z)G_B.png,,0
